id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
4085;Mittel;POINT (2621147 1262527);47.51314901660954;7.719351685319685;4G;Coop Pronto; 113d; Rheinstrasse;Frenkendorf;; 4402; Schweiz; 4402
4086;Mittel;POINT (2688399 1251810);47.411169070919044;8.609925240266511;4G;;28; Neue Winterthurerstrasse;Wallisellen RPZ;; 8304; Schweiz; 8304
4087;Mittel;POINT (2717577 1096306);46.0080747602539;8.956589909725798;4G;Albergo Ceresio; 19; Via Serafino Balestra;Lugano 4;; 6900; Schweiz; 6900
4090;Mittel;POINT (2662340 1212017);47.05624921817911;8.259158529002937;4G;STEG Electronics; 4; Bodenhof;Luzern Fanghöfli;; 6014; Schweiz; 6014
4091;Mittel;POINT (2691388 1177360);46.74116929232633;8.634490970935406;4G;;;Waldistrasse;Gurtnellen;; 6482; Schweiz; 6482
4092;Mittel;POINT (2561457 1234048);47.256210662059935;6.929423834293206;4G;;;Urtière Dessous;;; 25470; France;
4093;Gross;POINT (2586970 1190419);46.864770262100045;7.26774489473709;4G;;34; Schneidersmatt;Wünnewil;; 3184; Schweiz; 3184
4094;Mittel;POINT (2634925 1126990);46.29341744270495;7.891873529255863;4G;;;LONZA Arena;Visp Verkauf;; 3930; Schweiz; 3930
4096;Sehr Klein;POINT (2533210 1152500);46.520457791725924;6.568241602946151;4G;;;École Polytechnique Fédérale de Lausanne;Ecublens VD;; 1024; Schweiz; 1024
4097;Mittel;POINT (2661583 1261274);47.499337617798524;8.255945889848622;4G;;;Untersiggenthal Gemeindehaus;Untersiggenthal;; 5417; Schweiz; 5417
4098;Gross;POINT (2624197 1223042);47.15790506985192;7.757713561677778;4G;Dornegg; 91a; 1434;Rütschelen;; 4933; Schweiz; 4933
4099;Gross;POINT (2584910 1218640);47.118576292280075;7.2397848101327975;4G;;16; Ipsachstrasse;Nidau;; 2560; Schweiz; 2560
4104;Mittel;POINT (2708903 1266484);47.540051988214756;8.88513516142491;4G;;3316; Hungersbühl;Frauenfeld 1 Zust;; 8500; Schweiz; 8500
4105;Mittel;POINT (2657670 1236555);47.277374956217066;8.200831075578636;4G;;15; Industriestrasse;Beinwil am See;; 5712; Schweiz; 5712
4107;Sehr Klein;POINT (2607560 1228160);47.20433792671602;7.538407695465185;4G;;;Berntor;Solothurn Bahnhof;; 4501; Schweiz; 4501
4108;Sehr Klein;POINT (2745850 1254120);47.42171914559301;9.37166623963698;4G;Denner; 28; Kornhausstrasse;St. Gallen;; 9001; Schweiz; 9001
4114;Sehr Klein;POINT (2724117 1237243);47.27441282872635;9.079040470535096;4G;;;Mittlerer Schönenberg;Wattwil Zust;; 9630; Schweiz; 9630
4115;Sehr Klein;POINT (2600410 1199680);46.94820423430436;7.444017992454394;4G;Käfigturm; 67; Marktgasse;Bern;; 3011; Schweiz; 3011
4117;Sehr Klein;POINT (2681960 1245795);47.35790692351707;8.523517003972959;4G;Sihlcity; 1; Kalanderplatz;Zürich Sihlcity;; 8045; Schweiz; 8045
4119;Mittel;POINT (2612723 1168379);46.66652056255779;7.604887243019314;4G;;12a; Burgholz;Oey;; 3753; Schweiz; 3753
4120;Mittel;POINT (2661480 1245249);47.355224451939854;8.252374197699217;4G;;8; Durisolstrasse;Villmergen Grenzw.;; 5612; Schweiz; 5612
4121;Gross;POINT (2619687 1227115);47.194689693841546;7.698418176253477;4G;;5; Byfangstrasse;Hbuchsee Zust;; 3360; Schweiz; 3360
4122;Gross;POINT (2670567 1214378);47.07666022465274;8.367801839424951;4G;;;Obmattweid;Adligenswil Zust P;; 6043; Schweiz; 6043
4123;Gross;POINT (2594918 1158510);46.57784366237721;7.3723420851283095;4G;;12g; Heimersbergstrasse;Zweisimmen Zust;; 3770; Schweiz; 3770
4124;Mittel;POINT (2596042 1121617);46.2459763664695;7.387325896675542;4G;;;Tamoil;Sion rue Casernes;; 1950; Schweiz; 1950
4125;Mittel;POINT (2674741 1248215);47.38052939890135;8.428374827207351;4G;;40; Uitikonerstrasse;Urdorf;; 8902; Schweiz; 8902
4126;Mittel;POINT (2683476 1247805);47.375793378735985;8.543956167632068;4G;;;Zum Simmerling;Zürich;; 8001; Schweiz; 8001
4128;Mittel;POINT (2500288 1117450);46.201102869195964;6.146802607985283;4G;;2; Rue Henri-Fazy;Genève;; 1204; Schweiz; 1204
4129;Sehr Klein;POINT (2679233 1227791);47.196317677822385;8.484249326651856;4G;;3; Bahnhofstrasse;Steinhausen;; 6312; Schweiz; 6312
4130;Klein;POINT (2578755 1185109);46.81679263887228;7.160253639761765;4G;;12; Jura;Fribourg;; 1702; Schweiz; 1702
4131;Mittel;POINT (2500520 1119106);46.216031941831005;6.149454778918521;4G;;;SIG Prieuré;Genève;; 1202; Schweiz; 1202
4132;Gross;POINT (2733450 1163433);46.6088261146089;9.180693386555808;4G;;;Bord;Vals;; 7132; Schweiz; 7132
4133;Sehr Klein;POINT (2702748 1149145);46.485742788096374;8.776818178889371;4G;;A2; Osco;Mairengo;; 6763; Schweiz; 6763
4134;Mittel;POINT (2651115 1140424);46.41322501695581;8.103442671035014;4G;;;Alpenlodge Kühboden;Bettmeralp;; 3992; Schweiz; 3992
4135;Gross;POINT (2609862 1184886);46.815056222075235;7.567855899159737;4G;;4c; Bodenhausstrasse;Jaberg;; 3629; Schweiz; 3629
4136;Mittel;POINT (2709126 1115068);46.1782398315006;8.85187319041562;4G;;;Via Vecchie Scuole;Tenero;; 6598; Schweiz; 6598
4137;Mittel;POINT (2537581 1152725);46.52290438936501;6.625169204075183;4G;;30; Rue de Genève;Lausanne Jurassien;; 1001; Schweiz; 1001
4138;Gross;POINT (2714124 1110981);46.14065296919979;8.915588158095089;4G;;;Monteceneri;Rivera Caserma;; 6802; Schweiz; 6802
4139;Sehr Klein;POINT (2709266 1142044);46.420843582837065;8.860014543294257;4G;;;Via San Gottardo;Giornico;; 6745; Schweiz; 6745
4140;Gross;POINT (2668140 1268980);47.56799236062242;8.344142294026756;4G;;156; Zilistude;Mellikon;; 5465; Schweiz; 5465
4141;Mittel;POINT (2650890 1242330);47.329873218478525;8.111881317171791;4G;;3; Schmittengasse;Teufenthal AG;; 5723; Schweiz; 5723
4142;Gross;POINT (2614240 1223596);47.16317657397685;7.6264291003024205;4G;;88; Haltenstrasse;Hersiwil;; 4558; Schweiz; 4558
4143;Mittel;POINT (2683357 1264451);47.52550831713386;8.54548950572019;4G;;2; Rebweg;Bülach;; 8180; Schweiz; 8180
4144;Sehr Klein;POINT (2718900 1132600);46.33426596605413;8.982888329484311;4G;;;Via Chiasso;Biasca Dist;; 6710; Schweiz; 6710
4145;Mittel;POINT (2573599 1138260);46.39517980647902;7.0953884143323185;4G;;;Chemin des Terreaux;Les Mosses;; 1862; Schweiz; 1862
4146;Gross;POINT (2582807 1183025);46.798163883875645;7.21342694421123;4G;;;Schlacht bei der Neumatt;St. Ursen;; 1717; Schweiz; 1717
4147;Mittel;POINT (2662030 1268931);47.56815723863771;8.26294519037689;4G;J. Senn AG Garage/ Abschleppdienst; 18; Surbtalstrasse;Döttingen-Klingnau;; 5312; Schweiz; 5312
4148;Gross;POINT (2609293 1190993);46.86999874511676;7.560523781275952;4G;;25; Aeschistrasse;Münsingen Zust;; 3110; Schweiz; 3110
4149;Gross;POINT (2533885 1154448);46.53804729233721;6.576758037157788;4G;;6; Avenue d'Epenex;Renens VD Village;; 1020; Schweiz; 1020
4150;Mittel;POINT (2672558 1251739);47.41246656379442;8.400041259050626;4G;;25; Allmendstrasse;Dietikon Silbern;; 8953; Schweiz; 8953
4151;Mittel;POINT (2716770 1096796);46.01262171013589;8.94629550663727;4G;Polizia Ceresio Nord; 77; Via San Gottardo;Lugano 4;; 6900; Schweiz; 6900
4152;Mittel;POINT (2696552 1262301);47.504367667874;8.720205700264497;4G;;20; Wülflingerstrasse;Winterthur;; 8408; Schweiz; 8408
4153;Mittel;POINT (2502435 1117264);46.19974493837632;6.174652607117709;4G;;67; Route de Chêne;Genève;; 1208; Schweiz; 1208
4154;Sehr Klein;POINT (2611269 1266742);47.551300517811676;7.588326465618616;4G;;35; Steinentorstrasse;Basel;; 4051; Schweiz; 4051
4155;Sehr Klein;POINT (2567240 1206870);47.012066029504155;7.007800490636364;4G;;;Marin-Centre;Marin-Centre;; 2074; Schweiz; 2074
4157;Sehr Klein;POINT (2503368 1141727);46.41991148065879;6.181653333303813;4G;;;Route de St-Cergue;Gingins;; 1276; Schweiz; 1276
4158;Mittel;POINT (2682698 1244686);47.34784102070381;8.533079807515465;4G;Bilddiagnostik Wollishofen USZ; 323a; Seestrasse;Zürich;; 8038; Schweiz; 8038
4159;Mittel;POINT (2746594 1250707);47.39086621032358;9.380403447958134;4G;Al Dente; 21; Hauptstrasse;Teufen AR Zust;; 9053; Schweiz; 9053
4160;Gross;POINT (2733848 1277846);47.637600991430986;9.219791795786195;4G;;;ARA Münsterlingen;Münsterlingen;; 8596; Schweiz; 8596
4161;Gross;POINT (2611821 1179365);46.765361055916095;7.5933825643227175;4G;;81c; Thunstrasse;Uetendorf;; 3661; Schweiz; 3661
4162;Mittel;POINT (2679184 1248934);47.38647671799378;8.487331209483957;4G;;161; Altstetterstrasse;Zürich;; 8048; Schweiz; 8048
4163;Mittel;POINT (2684981 1229615);47.2120084481108;8.560438572265118;4G;;;Sihlbruggstrasse;Ebertswil;; 8925; Schweiz; 8925
4164;Mittel;POINT (2682312 1248444);47.38168658071627;8.528662812173176;4G;;175; Langstrasse;Zürich;; 8005; Schweiz; 8005
4165;Mittel;POINT (2660755 1265554);47.537906217612935;8.24554145680112;4G;;;Döttingerstrasse;Würenlingen Dorf;; 5303; Schweiz; 5303
4167;Mittel;POINT (2602090 1201699);46.966362483340795;7.466094458139486;4G;;24 Std. Fitness; 64;Bern;; 3014; Schweiz; 3014
4169;Sehr Klein;POINT (2601973 1201253);46.962350991990014;7.464555228030069;4G;;;Stadion Wankdorf;Bern;; 3014; Schweiz; 3014
4170;Sehr Klein;POINT (2705210 1239905);47.301637130259124;8.829833781977175;4G;FBB Frischbeton & Baustoff AG Hinwil; 7; Industriestrasse;Hinwil;; 8340; Schweiz; 8340
4171;Mittel;POINT (2696089 1228952);47.20452407845475;8.706906672504571;4G;;4; Alte Wollerauerstrasse;Richterswil Burghd;; 8805; Schweiz; 8805
4172;Klein;POINT (2599192 1198941);46.94155629727836;7.428020487309452;4G;;23; Hopfenweg;Bern;; 3007; Schweiz; 3007
4173;Mittel;POINT (2684292 1248576);47.382623356322554;8.554904838105848;4G;;20; Hadlaubstrasse;Gockhausen;; 8044; Schweiz; 8044
4174;Mittel;POINT (2689465 1284855);47.70818746146425;8.630699300492443;4G;;186; Mühlentalstrasse;Schaffhausen 1;; 8200; Schweiz; 8200
4175;Mittel;POINT (2681910 1247170);47.3702790987486;8.523106760217878;4G;;5; Gerhardstrasse;Zürich;; 8003; Schweiz; 8003
4176;Gross;POINT (2542160 1152250);46.51904387071074;6.684900424678224;4G;;20; Route des Monts-de-Lavaux;La Croix (Lutry);; 1090; Schweiz; 1090
4177;Gross;POINT (2728355 1255613);47.438788682316286;9.140301014958032;4G;Hochhaus A; 5; Gupfenstrasse;Uzwil;; 9240; Schweiz; 9240
4178;Klein;POINT (2740392 1251124);47.39596716220333;9.29841445536784;4G;;;Kasernenstrasse;St. Gallen;; 9015; Schweiz; 9015
4179;Mittel;POINT (2703292 1112230);46.153634130088506;8.775709072515424;4G;;6; Via Architetto Pisoni;Ascona;; 6612; Schweiz; 6612
4180;Mittel;POINT (2612966 1258269);47.47506461775432;7.61062491082941;4G;;9; Steinmattweg;Dornach;; 4143; Schweiz; 4143
4181;Mittel;POINT (2710044 1231851);47.22841894126963;8.8917678564595;4G;;A15; Wagen;Wagen;; 8646; Schweiz; 8646
4182;Gross;POINT (2618261 1234875);47.26452847395611;7.6799146607030275;4G;;25b; Oltenstrasse;Oberbipp;; 4538; Schweiz; 4538
4183;Gross;POINT (2731110 1181840);46.77482998123011;9.1554142777567;4G;;;Via Nova;Rueun;; 7156; Schweiz; 7156
4184;Gross;POINT (2695590 1253720);47.427340923658875;8.705599793939074;4G;;;Teissweg;Effretikon Zust;; 8307; Schweiz; 8307
4185;Mittel;POINT (2666086 1212642);47.06150792931025;8.308551163876354;4G;;4 6 8; Friedentalstrasse;Luzern;; 6004; Schweiz; 6004
4186;Mittel;POINT (2710367 1268878);47.56133482191234;8.90517068860739;4G;;268; Zürcherstrasse;Frauenfeld;; 8501; Schweiz; 8501
4187;Mittel;POINT (2533895 1155609);46.5484915293395;6.576721827134285;4G;Collège de la Carrière; 17; Route de la Carrière;Crissier 1 Dist;; 1023; Schweiz; 1023
4188;Mittel;POINT (2604331 1182300);46.791852596535335;7.4953595366993975;4G;;187; Weierboden;Burgistein;; 3664; Schweiz; 3664
4189;Klein;POINT (2594360 1121060);46.24095362985168;7.365524192511306;4G;;25; Rue de la Cotsette;Sion rue Casernes;; 1950; Schweiz; 1950
4190;Mittel;POINT (2682849 1214379);47.07524743115736;8.529502603354743;4G;;33; Rufibergstrasse;Arth;; 6415; Schweiz; 6415
4192;Mittel;POINT (2524600 1148280);46.48158313837214;6.4567376624826;4G;Denner; 2; Rue de la Gare;St-Prex;; 1162; Schweiz; 1162
4193;Mittel;POINT (2586305 1221883);47.147776983436366;7.2580680604527625;4G;;64; Rue de Boujean / Bözingenstrasse;Biel/Bienne;; 2502; Schweiz; 2502
4194;Mittel;POINT (2609724 1267423);47.55744977898728;7.567816499623211;4G;;102; Sierenzerstrasse;Basel;; 4055; Schweiz; 4055
4197;Sehr Klein;POINT (2676130 1215230);47.08370753449683;8.441186747210578;4G;Migros; 11; Siegwartstrasse;Küssnacht SZ Zust;; 6403; Schweiz; 6403
4198;Sehr Klein;POINT (2537922 1152568);46.52152393223968;6.629634080240578;4G;;4; Rue de Genève;Lausanne;; 1003; Schweiz; 1003
4199;Sehr Klein;POINT (2600549 1199677);46.948177163494655;7.445843812140445;4G;;;Vero Moda;Bern;; 3011; Schweiz; 3011
4200;Sehr Klein;POINT (2599920 1202710);46.97545962051032;7.437580621824164;4G;;;Kalchacker-Märit;Bremgarten b. Bern;; 3047; Schweiz; 3047
4201;Mittel;POINT (2499286 1117209);46.19878586121981;6.133875326848195;4G;;30; Rue du Village-Suisse;Genève 18;; 1200; Schweiz; 1200
4202;Mittel;POINT (2699689 1229299);47.207111612130724;8.754491118264278;4G;;;Kantonsstrasse;Pfäffikon Poststr;; 8808; Schweiz; 8808
4203;Mittel;POINT (2688689 1281959);47.68225157212841;8.619780188169473;4G;;4; Marktgasse;Neuhausen Rundbuck;; 8212; Schweiz; 8212
4205;Gross;POINT (2665392 1207795);47.01798050267563;8.298717342832157;4G;Pilatusmarkt Kriens; 19; Ringstrasse;Kriens Zust Pakete;; 6010; Schweiz; 6010
4206;Gross;POINT (2618660 1231835);47.237173972617256;7.685060963232685;4G;;28; Dorfstrasse;Wangen an der Aare;; 3380; Schweiz; 3380
4207;Gross;POINT (2651106 1239157);47.301318302433806;8.114377493178383;4G;;;Mühlefeld;Oberkulm;; 5727; Schweiz; 5727
4208;Gross;POINT (2702535 1265107);47.52869443785351;8.800251857321724;4G;;;Obere Bergstrasse;Kefikon ZH;; 8543; Schweiz; 8543
4209;Mittel;POINT (2757541 1190931);46.85085179379792;9.504494765179748;4G;;15; Rossbodenstrasse;Chur;; 7007; Schweiz; 7007
4210;Mittel;POINT (2683505 1248995);47.386491783779505;8.54456217328883;4G;;32; Ekkehardstrasse;Zürich;; 8006; Schweiz; 8006
4211;Gross;POINT (2585971 1182092);46.789845787750664;7.254900256924815;4G;;2; Mediwil;St. Ursen;; 1717; Schweiz; 1717
4212;Sehr Klein;POINT (2723440 1221466);47.13266135220291;9.065771237157247;4G;;;Dorlenstrasse;Ziegelbrücke;; 8866; Schweiz; 8866
4213;Gross;POINT (2697158 1251051);47.403109214809476;8.725798496186421;4G;;;Haldenrainweg;Agasul;; 8308; Schweiz; 8308
4214;Gross;POINT (2541099 1165303);46.636364676275434;6.6694040276181354;4G;;2; Chemin Derrière Ville;Poliez-Pittet;; 1041; Schweiz; 1041
4215;Mittel;POINT (2690757 1284201);47.70212881090272;8.647777611719919;4G;;5; Im Laternenacker;Feuerthalen;; 8245; Schweiz; 8245
4216;Gross;POINT (2573500 1230622);47.225990415661684;7.0887274534666265;4G;;33; Les Reussilles;Les Reussilles;; 2722; Schweiz; 2722
4217;Mittel;POINT (2673412 1186198);46.82288646218986;8.400710556782325;4G;Terrace; 33; Terracestrasse;Engelberg Zust;; 6390; Schweiz; 6390
4218;Gross;POINT (2716399 1155384);46.5396224242101;8.956137165506606;4G;;;Compietto;Ghirone;; 6720; Schweiz; 6720
4219;Gross;POINT (2646156 1251073);47.408855863252974;8.050155685876542;4G;;29; Neue Stockstrasse;Rombach;; 5022; Schweiz; 5022
4222;Mittel;POINT (2731573 1269031);47.55880306033446;9.186913737666142;4G;;1; Hauptstrasse;Opfershofen TG;; 8584; Schweiz; 8584
4223;Gross;POINT (2641605 1266185);47.545072295805156;7.99126941685219;4G;;15; Sisslerstrasse;Eiken;; 5074; Schweiz; 5074
4224;Mittel;POINT (2509108 1141878);46.42207350503207;6.256277916768216;4G;;31; Route de Cité-Ouest;Gland Dist colis;; 1196; Schweiz; 1196
4225;Sehr Klein;POINT (2506058 1144565);46.44582080142901;6.216063037482764;4G;Clinique de Genolier; 3; Chemin de la Sau;Genolier;; 1272; Schweiz; 1272
4226;Mittel;POINT (2716890 1095889);46.004443571160145;8.947619239909324;4G;;;Lugano FLP;Lugano;; 6901; Schweiz; 6901
4228;Mittel;POINT (2665940 1211670);47.05277987296585;8.30648798946454;4G;;;Phanat Thai;Luzern;; 6004; Schweiz; 6004
4229;Mittel;POINT (2721271 1258435);47.465508279827766;9.047178445316538;4G;;53; Obere Bahnhofstrasse;Wil SG Hubstrasse;; 9500; Schweiz; 9500
4230;Sehr Klein;POINT (2578425 1183785);46.804872195339094;7.155992316235428;4G;;;Marché du centre-ville;Fribourg Pérolles;; 1700; Schweiz; 1700
4231;Gross;POINT (2497760 1119486);46.2190355811436;6.113610543325081;4G;Balexert; 27; Avenue Louis-Casaï;Genève;; 1209; Schweiz; 1209
4233;Sehr Klein;POINT (2716151 1094729);45.99413820402191;8.937795414454632;4G;;;Residence Principe Leopoldo;Sorengo;; 6924; Schweiz; 6924
4234;Gross;POINT (2547534 1211928);47.056292005484885;6.7480686821851465;4G;;38; Rue des Envers;Le Locle Dist;; 2400; Schweiz; 2400
4235;Mittel;POINT (2640305 1173301);46.709701970789126;7.9657222483991035;4G;;19e; Feld;Iseltwald;; 3807; Schweiz; 3807
4236;Mittel;POINT (2661745 1193752);46.892017583038594;8.24884630007268;4G;;1; Flüelistrasse;Sarnen 2 Zust;; 6060; Schweiz; 6060
4239;Klein;POINT (2683505 1246856);47.367254995133145;8.54416309158664;4G;;601; Utoquai;Zürich;; 8001; Schweiz; 8001
4240;Sehr Klein;POINT (2500696 1117499);46.20160398774305;6.1520771788157775;4G;;;E;Genève;; 1204; Schweiz; 1204
4241;Gross;POINT (2677800 1289549);47.75188721236379;8.476114904789872;4G;;;Uezestaaweg;Schleitheim;; 8226; Schweiz; 8226
4242;Mittel;POINT (2663337 1253421);47.42854516703156;8.27810838268951;4G;;;Bahnhofstrasse;Mellingen;; 5507; Schweiz; 5507
4243;Gross;POINT (2614846 1169231);46.67414106581949;7.6326555267994;4G;;2b; Alte Staatsstrasse;Wimmis Herrenmatte;; 3752; Schweiz; 3752
4244;Sehr Klein;POINT (2681604 1224448);47.165962706022334;8.514930002953585;4G;Gasthaus Ratshauskeller; 1; Ober Altstadt;Zug Altstadt;; 6300; Schweiz; 6300
4245;Mittel;POINT (2699398 1261134);47.493449044238226;8.757714644781755;4G;Alte Druckerei; 20; Rudolf-Diesel-Strasse;Reutlingen;; 8404; Schweiz; 8404
4246;Gross;POINT (2587467 1210034);47.04121963885296;7.273718827117789;4G;;19c; Bahnhofstrasse;Aarberg;; 3270; Schweiz; 3270
4247;Sehr Klein;POINT (2670055 1253039);47.42442913578868;8.367082618712836;4G;Umwelt Arena; 4; Türliackerstrasse;Spreitenbach Zust;; 8957; Schweiz; 8957
4249;Mittel;POINT (2574513 1229912);47.21964427702374;7.1021430577441595;4G;CIP; 13; Chemin des Lovières;Tramelan Dist;; 2720; Schweiz; 2720
4250;Sehr Klein;POINT (2698850 1226685);47.18372873205623;8.742845161659956;4G;;;Miltenweg;Feusisberg;; 8835; Schweiz; 8835
4251;Sehr Klein;POINT (2561913 1204902);46.99407877035707;6.9379118349138915;4G;;;Kisoque du Fun'Ambule;Neuchâtel 2;; 2002; Schweiz; 2002
4252;Sehr Klein;POINT (2594039 1120496);46.23587730938897;7.361369839692003;4G;;;Parking de la Cible;Sion rue Casernes;; 1950; Schweiz; 1950
4253;Sehr Klein;POINT (2531910 1167010);46.650843821755565;6.549154171250069;4G;;;Z.I. Les Marais;Eclépens;; 1312; Schweiz; 1312
4254;Klein;POINT (2643247 1130330);46.3229786015713;8.000176647676074;4G;;;Brig RB;Brig Postauto;; 3900; Schweiz; 3900
4256;Gross;POINT (2598673 1182161);46.79061439410011;7.421255565021511;4G;;5c; Hintere Schwandstrasse;Rüschegg Heubach;; 3154; Schweiz; 3154
4257;Mittel;POINT (2592472 1211651);47.055840884648696;7.3395484835563725;4G;;78a; Bernstrasse;Suberg;; 3262; Schweiz; 3262
4258;Mittel;POINT (2595623 1241128);47.32100662898134;7.38073006176365;4G;;33; Choindez;Vellerat;; 2830; Schweiz; 2830
4259;Gross;POINT (2786773 1156355);46.53240810721544;9.87352170911796;4G;;;Samedan;Samedan Zustellung;; 7503; Schweiz; 7503
4260;Klein;POINT (2566105 1206940);47.01263847715011;6.992869037292971;4G;;A5; Saint-Blaise;St-Blaise;; 2072; Schweiz; 2072
4261;Mittel;POINT (2696941 1262408);47.50527262417339;8.725391455667232;4G;;8; Brunngasse;Winterthur;; 8401; Schweiz; 8401
4262;Gross;POINT (2694232 1272742);47.598595889440745;8.691629493917059;4G;;"A4;E41"; Kleinandelfingen;Kleinandelfingen;; 8451; Schweiz; 8451
4263;Mittel;POINT (2750124 1264648);47.51541613077294;9.431832851906321;4G;;7; Friedenstrasse;Arbon Stickereistr;; 9320; Schweiz; 9320
4266;Sehr Klein;POINT (2685239 1248358);47.380540973305074;8.567402721751716;4G;;69; Susenbergstrasse;Gockhausen;; 8044; Schweiz; 8044
4267;Sehr Klein;POINT (2546060 1190230);46.86100455887641;6.731248903597982;4G;;;Tunnel de Concise;Concise;; 1426; Schweiz; 1426
4268;Mittel;POINT (2499096 1116104);46.188818620542726;6.131653093143232;4G;;;Pictet;;; 1235; Schweiz; 1235
4270;Mittel;POINT (2686040 1247880);47.37613806015225;8.577916584638217;4G;;35; Adlisbergstrasse;Zürich Neumünster;; 8032; Schweiz; 8032
4271;Mittel;POINT (2745465 1188615);46.832775502894314;9.34546707098899;4G;;19; Digg;Trin Mulin;; 7016; Schweiz; 7016
4272;Sehr Klein;POINT (2683600 1251590);47.409817333441566;8.54630528230994;4G;;354c; Schaffhauserstrasse;Zürich Postauto;; 8050; Schweiz; 8050
4273;Sehr Klein;POINT (2496937 1119396);46.218100384507856;6.102966360486001;4G;;56; Avenue de l'Etang;Aïre;; 1219; Schweiz; 1219
4274;Sehr Klein;POINT (2688660 1193535);46.887021729935135;8.601936686887443;4G;;15; Kohlplatzstrasse;Seedorf UR;; 6462; Schweiz; 6462
4275;Sehr Klein;POINT (2494354 1120715);46.22956270770946;6.069199060112834;4G;;323; Route de Meyrin;Meyrin;; 1217; Schweiz; 1217
4276;Sehr Klein;POINT (2536120 1159029);46.579471238149615;6.605256013450398;4G;;;Chemin de la Chapelle;Cheseaux Dist;; 1033; Schweiz; 1033
4278;Klein;POINT (2548498 1192953);46.88569146496385;6.762911738147217;4G;;;Saint-Aubin-Sauges;St-Aubin-Sauges;; 2024; Schweiz; 2024
