id;power;cordinates;AccidentLocation_WGS84_E;AccidentLocation_WGS84_N;building;streetNumber;street;town;district;state;country
93;Klein;POINT (2531832 1153985);46.53367621278804;6.5500656597788;;A1; Echandens;;; 1026; Schweiz
94;Mittel;POINT (2761135 1242534);47.31398547526172;9.569981408774554;;;Im Kessler;;; 9463; Schweiz
95;Klein;POINT (2667315 1255945);47.450850062296354;8.331209807978519;;;Neuenhof;;; 5432; Schweiz
96;Mittel;POINT (2719192 1262494);47.50238730329221;9.02069544215735;;27; Bahnhofstrasse;;; 9553; Schweiz
97;Mittel;POINT (2715609 1271312);47.58231901787197;8.975442038705193;;;Schlossbier;;; 8553; Schweiz
98;Klein;POINT (2658059 1257106);47.46217319668997;8.208636224822081;;;Holzgasse;;; 5212; Schweiz
99;Sehr Klein;POINT (2633358 1129184);46.31323303208576;7.871695565768114;;;Viktoria;;; 3937; Schweiz
100;Mittel;POINT (2610878 1229533);47.216641638505564;7.582232825775942;;11; Güterstrasse;;; 4542; Schweiz
101;Klein;POINT (2683347 1249585);47.391817854066076;8.542579824442793;;65; Langmauerstrasse;;; 8006; Schweiz
102;Mittel;POINT (2695598 1253747);47.427582570963914;8.705711588237776;;;Bachtöbeliweg;;; 8307; Schweiz
103;Sehr Klein;POINT (2496763 1119454);46.21859534738309;6.10069895059021;;;Meyrin;;; 6643; Schweiz
104;Sehr Klein;POINT (2681286 1217727);47.10555322399221;8.509526705638374;;;Büelweg;;; 6318; Schweiz
105;Klein;POINT (2524041 1175728);46.72840992633479;6.4449243749833816;;;Route des Grands Bois;;; 1337; Schweiz
106;Sehr Klein;POINT (2718748 1198383);46.92592876221542;8.997893189514738;;14; Schöpfgruben;;; 8783; Schweiz
107;Klein;POINT (2630475 1250754);47.40689824899113;7.842377398503471;;;Eselweg;;; 4446; Schweiz
108;Klein;POINT (2624595 1257759);47.47014665742293;7.76486127183334;;;Sala Thai;;; 4415; Schweiz
109;Sehr Klein;POINT (2497135 1119021);46.21475785556028;6.105614596508658;;43; Chemin de l'Étang;;; 1220; Schweiz
110;Sehr Klein;POINT (2682376 1248807);47.38494317244335;8.529577065543469;;83; Heinrichstrasse;;; 8005; Schweiz
111;Sehr Klein;POINT (2663641 1214428);47.07781125335319;8.276619965609404;Gersag-Park; 27;29;;; 6020; Schweiz
112;Sehr Klein;POINT (2607259 1126756);46.292178428821;7.532842925602218;;10; Place de la Gare;;; 3960; Schweiz
114;Sehr Klein;POINT (2614813 1267444);47.55754405335514;7.63543042899993;DELICA AG Factory Shop; 120; Hafenstrasse;;; 4127; Schweiz
115;Mittel;POINT (2735007 1262418);47.498645459139816;9.230520870034152;;;Bischofszell Nahrungsmittel AG;;; 9220; Schweiz
116;Sehr Klein;POINT (2564168 1206524);47.00879449212679;6.967428574613113;;;RC1854·3.HAUTERIVE.LA·COUDRE;;; 2009; Schweiz
117;Mittel;POINT (2614511 1178297);46.75570106994352;7.628563112471321;;;Frutigenstrasse;;; 3601; Schweiz
119;Sehr Klein;POINT (2618347 1263920);47.5257612619455;7.682238784518458;;;Pratteln;;; 4133; Schweiz
120;Sehr Klein;POINT (2531123 1153420);46.528521300894596;6.540909018347209;;;Denges-Echandens;;; 1026; Schweiz
121;Sehr Klein;POINT (2758424 1176605);46.72181899149691;9.51110641846136;;;Piz Scalottas;;; 7082; Schweiz
122;Mittel;POINT (2662761 1244561);47.34891601965646;8.269231893777677;;;Wohlen Bahnhof;;; 5610; Schweiz
123;Mittel;POINT (2581173 1202757);46.97561312627965;7.191204785013609;;;Unterwerk;;; 3210; Schweiz
124;Klein;POINT (2666214 1256861);47.45919976746503;8.31674783661723;;120; Bahnhofstrasse;;; 5430; Schweiz
125;Mittel;POINT (2611376 1268402);47.566228216240056;7.589790169512426;;31; Feldbergstrasse;;; 4057; Schweiz
126;Klein;POINT (2491902 1119075);46.21442227300255;6.037801507360138;;;P+Rail Satigny;;; 1242; Schweiz
127;Mittel;POINT (2552253 1197806);46.92962485147355;6.81166635586845;;;Bevaix;;; 2022; Schweiz
128;Mittel;POINT (2571311 1180182);46.772192673684;7.063023514267866;;;Le Marchet;;; 1740; Schweiz
129;Mittel;POINT (2547442 1212141);47.05820055790946;6.746833063118023;;1-2400-22098; Rue de la Gare;;; 2400; Schweiz
130;Sehr Klein;POINT (2675230 1249402);47.391149035600876;8.435049231178317;;;Urdorf Station;;; 8952; Schweiz
131;Sehr Klein;POINT (2554218 1216546);47.09832599186382;6.8355720538712665;;7; Rue des Jonquilles;;; 2300; Schweiz
132;Sehr Klein;POINT (2694868 1230625);47.219746617113;8.69114590898845;;135; Seestrasse;;; 8805; Schweiz
133;Sehr Klein;POINT (2726536 1220949);47.127427294441944;9.106424594257993;;;Hafen Gäsi;;; 8757; Schweiz
134;Mittel;POINT (2655268 1249172);47.391057326661574;8.170641388525654;;50; Bahnhofstrasse;;; 5600; Schweiz
135;Mittel;POINT (2660360 1263147);47.51629564957948;8.239969265732439;;;Stillistrasse;;; 5301; Schweiz
137;Mittel;POINT (2732413 1219730);47.1153154728421;9.183503516191392;;4; Tiefenwinkel;;; 8874; Schweiz
138;Mittel;POINT (2620329 1227708);47.200004144876985;7.706916640019699;;;BE354;;; 3360; Schweiz
139;Mittel;POINT (2690692 1283061);47.691886752591586;8.646677922116568;;;Feuerthalen;;; 8246; Schweiz
140;Mittel;POINT (2644411 1226137);47.18469624853803;8.024571614077603;;;Poststrasse;;; 6242; Schweiz
141;Mittel;POINT (2676168 1209718);47.034126852174445;8.440760269741954;;73; Rigistrasse;;; 6353; Schweiz
142;Mittel;POINT (2619205 1163632);46.62366457834297;7.689388598436219;;32a; Hauptstrasse;;; 3713; Schweiz
143;Klein;POINT (2542632 1151449);46.51187942596434;6.691150539412141;;;Sentier de la Ligne;;; 1095; Schweiz
144;Sehr Klein;POINT (2549833 1201450);46.962223375255434;6.779487928463117;;;Chemin Bleu;;; 2019; Schweiz
145;Mittel;POINT (2638413 1265785);47.541669115658294;7.948836165022494;;;Stein-Säckingen;;; 4332; Schweiz
146;Sehr Klein;POINT (2550190 1214124);47.07624965426036;6.7827833655604435;;"A20;20"; Le Crêt-du-Locle;;; 2322; Schweiz
147;Sehr Klein;POINT (2689343 1198316);46.9299317325607;8.611834801640404;;;Axenstrasse;;; 6452; Schweiz
148;Klein;POINT (2722313 1116423);46.18816043872013;9.022961093450105;Scuole elementari Sud; 6; Via Lugano;;; 6500; Schweiz
150;Mittel;POINT (2666263 1239764);47.30543003783013;8.314866421581964;;25; Bahnhofstrasse;;; 5623; Schweiz
151;Klein;POINT (2697272 1282739);47.688047184419496;8.734240230614228;;;Ratihard;;; 8253; Schweiz
152;Klein;POINT (2590918 1216657);47.10084988602549;7.318993723983838;;2; Dammweg;;; 3292; Schweiz
153;Mittel;POINT (2500954 1123629);46.25677773546007;6.154117134743242;;15; Rue de la Printanière;;; 1294; Schweiz
154;Sehr Klein;POINT (2686820 1236044);47.2695895215108;8.585952056035376;;96; Seestrasse;;; 8942; Schweiz
155;Mittel;POINT (2693656 1231640);47.229047937262756;8.675358046980117;Pro-optik; 5; Bahnhofstrasse;;; 8820; Schweiz
157;Mittel;POINT (2694627 1266636);47.543630803099106;8.695580350876268;;;Dammstrasse;;; 8442; Schweiz
158;Mittel;POINT (2574887 1185745);46.82237842635857;7.109535266408435;;;Belfaux-Village;;; 1782; Schweiz
159;Mittel;POINT (2526038 1175193);46.7238226203305;6.47113331473837;;;Rue de la Gare;;; 1329; Schweiz
160;Klein;POINT (2551660 1147003);46.47260057391099;6.809243152635881;;;Chemin de Chavonchin;;; 1803; Schweiz
161;Mittel;POINT (2600135 1199992);46.9510108114925;7.440405796019018;;12; Bollwerk;;; 3011; Schweiz
162;Klein;POINT (2542800 1150459);46.5029885867907;6.693462156917155;;;Chemin du Binet;;; 1095; Schweiz
163;Sehr Klein;POINT (2688795 1172518);46.697968430319854;8.599627983421323;;4; A2;;; 6484; Schweiz
164;Mittel;POINT (2688425 1173608);46.707821583678026;8.595000955153845;;15; Alter Sustenweg;;; 6484; Schweiz
165;Mittel;POINT (2629012 1256662);47.46010069375872;7.82337807610444;Polycompound AG; 1h; Hauptstrasse;;; 4450; Schweiz
167;Klein;POINT (2536585 1152821);46.523674109854596;6.612176663173379;;4; Avenue de Provence;;; 1007; Schweiz
168;Mittel;POINT (2701461 1228871);47.20299278657102;8.777780035164675;;4; Bahnhofstrasse;;; 8808; Schweiz
170;Sehr Klein;POINT (2496376 1119647);46.22027168428519;6.095641553211044;;;Vernier;;; 6643; Schweiz
172;Klein;POINT (2598432 1122160);46.25087105848037;7.418312333489806;;;Rue du Chemin de Fer;;; 1950; Schweiz
173;Sehr Klein;POINT (2723687 1281227);47.66999684493503;9.085561056107672;;;Kiosk Ermatingen;;; 8272; Schweiz
175;Mittel;POINT (2645461 1248814);47.38858689382416;8.040718356613988;Gasthof Schützen; 39; Schachenallee;;; 5000; Schweiz
176;Sehr Klein;POINT (2544437 1149819);46.49736977953902;6.714864158858787;;;Sentier du Pont de Moudon;;; 1091; Schweiz
177;Mittel;POINT (2649946 1258645);47.47668012777252;8.10121457835657;;;Station Effingen;;; 5078; Schweiz
178;Klein;POINT (2549484 1201194);46.959894176417656;6.774931149591169;;;Champ du Moulin;;; 2149; Schweiz
179;Mittel;POINT (2687407 1250342);47.39809949659598;8.596496004892078;;;Bahnhof Stettbach;;; 8301; Schweiz
180;Klein;POINT (2720819 1114757);46.173446498795904;9.00318417305047;;;Giubiasco;;; 6512; Schweiz
182;Sehr Klein;POINT (2660027 1272969);47.604657710242954;8.236874653138168;;;Eichhaldenstrasse;;; 5322; Schweiz
183;Klein;POINT (2613102 1265434);47.53950288067108;7.612638822519502;;3; Auf dem Wolf;;; 4052; Schweiz
184;Klein;POINT (2631985 1196189);46.91603513503942;7.858519755084621;;264a; 10;;; 3555; Schweiz
185;Klein;POINT (2717558 1093181);45.97997252034205;8.95556460964686;;;Riva Paradiso;;; 6912; Schweiz
186;Mittel;POINT (2575941 1108469);46.12728239204454;7.127380096776127;;;Route du Rhône;;; 1906; Schweiz
187;Mittel;POINT (2601967 1206855);47.0127416244477;7.464499785611222;;;Lochackerweg;;; 3302; Schweiz
188;Mittel;POINT (2722833 1117364);46.19652889685225;9.029942018812575;;;Bellinzona Stazione;;; 6500; Schweiz
189;Mittel;POINT (2599227 1227108);47.194917407842425;7.428427523176914;;;Bettlach;;; 2544; Schweiz
190;Sehr Klein;POINT (2545060 1149753);46.496827607198796;6.722986902112052;;6; Rue de la Gare;;; 1091; Schweiz
191;Mittel;POINT (2611237 1220500);47.135386253137206;7.5867482981273175;;A1; Koppigen;;; 3425; Schweiz
192;Mittel;POINT (2529623 1172257);46.697802421120414;6.518475759028561;;21; Rue de la Gare;;; 1321; Schweiz
193;Mittel;POINT (2710156 1140132);46.403501158126986;8.871135357701952;;;Via Orello;;; 6745; Schweiz
194;Mittel;POINT (2685088 1276784);47.63619335777442;8.57083447115937;;;Kapellenweg;;; 79798; Deutschland
195;Mittel;POINT (2529399 1169555);46.67347457105937;6.515963441016015;;;Chemin du Champ Courbe;;; 1318; Schweiz
196;Mittel;POINT (2730717 1253741);47.421490840840185;9.171057323700255;;789; Rütistrasse;;; 9230; Schweiz
197;Sehr Klein;POINT (2700261 1263697);47.51636596786207;8.769742157268274;;;Serviceanlage Oberwinterthur;;; 8404; Schweiz
198;Mittel;POINT (2650043 1224548);47.170002127860016;8.098698725764601;;;Sursee Bahnhof;;; 6210; Schweiz
199;Sehr Klein;POINT (2636054 1246746);47.370568632773534;7.9159673898016525;;189; Winznauerstrasse;;; 4632; Schweiz
200;Mittel;POINT (2644649 1266649);47.54904557266881;8.031748550419877;;7; Kaisten;;; 5082; Schweiz
201;Mittel;POINT (2488866 1115154);46.17866134949791;5.999399917184177;;;La Plaine;;; 1283; Schweiz
202;Sehr Klein;POINT (2677040 1255188);47.44297552945315;8.4600174616231;;;Debrunner Acifer AG;;; 8105; Schweiz
203;Klein;POINT (2691388 1177360);46.74116929232633;8.634490970935406;;;Waldistrasse;;; 6482; Schweiz
204;Klein;POINT (2580010 1245256);47.35784473079726;7.1740287880509195;;;Route de Tariche;;; 2882; Schweiz
205;Klein;POINT (2508742 1139644);46.40192978076453;6.251957724371248;;4; Chemin des Emossières;;; 1197; Schweiz
206;Sehr Klein;POINT (2633501 1129201);46.313378849794155;7.8735531693488685;;;Viktoria;;; 3937; Schweiz
207;Mittel;POINT (2566203 1119843);46.22917721828125;7.000571618619731;;;Les Paluds;;; 1869; Schweiz
209;Mittel;POINT (2572445 1106120);46.1060177883021;7.082289206520925;;2; Rue de Bellevue;;; 1920; Schweiz
210;Mittel;POINT (2680790 1218294);47.11071355252372;8.50309430882646;;;Zugerstrasse;;; 6318; Schweiz
211;Klein;POINT (2724683 1221133);47.12943368908592;9.08205930888195;;;Betonwerk Balz Kamm;;; 8872; Schweiz
212;Mittel;POINT (2676113 1221988);47.14449190648494;8.44210078225979;;A4; Küntwil;;; 6343; Schweiz
213;Sehr Klein;POINT (2676618 1250395);47.39991956242508;8.453601411342987;;;Rütistrasse;;; 8952; Schweiz
214;Mittel;POINT (2598228 1209443);47.036020950674065;7.41531682229385;;;Hard;;; 3054; Schweiz
215;Mittel;POINT (2598836 1249292);47.3944499963271;7.423206697633997;;;Industriestrasse;;; 4253; Schweiz
216;Mittel;POINT (2581944 1243175);47.339183699048654;7.199712162037974;;18; Glovelier;;; 2855; Schweiz
217;Mittel;POINT (2680464 1213953);47.071709844305914;8.498027475198745;;A4; Arth;;; 6415; Schweiz
218;Sehr Klein;POINT (2692521 1271545);47.588075387542425;8.668632506719584;;;Humlikonerstrasse;;; 8457; Schweiz
219;Mittel;POINT (2692134 1178974);46.75558353322356;8.6445757680858;;;Graggental;;; 6476; Schweiz
220;Klein;POINT (2611423 1129008);46.31237905535789;7.586933404905777;;9; Varen;;; 3953; Schweiz
221;Sehr Klein;POINT (2653799 1257981);47.47040463975975;8.152246299372596;;;Grauholzweg;;; 5213; Schweiz
222;Mittel;POINT (2724413 1256924);47.451334455784966;9.088420771164134;;;Algetshausen-Niederstetten;;; 9249; Schweiz
223;Mittel;POINT (2569259 1177874);46.75133970137319;7.036313491716291;;;Route de la Goille;;; 1741; Schweiz
224;Sehr Klein;POINT (2580929 1217714);47.11014384470371;7.187365776653985;;;Neuenburgstrasse;;; 2512; Schweiz
225;Mittel;POINT (2555685 1187758);46.83948125293024;6.857709447415543;;150; Estavayer-le-Lac;;; 1470; Schweiz
226;Klein;POINT (2663309 1213864);47.07277018274262;8.272169841506534;;;Gersag;;; 6020; Schweiz
227;Mittel;POINT (2657788 1249525);47.394015968228224;8.204061945778502;;;Bahnhofweg;;; 5604; Schweiz
228;Mittel;POINT (2682849 1214379);47.07524743115736;8.529502603354743;;33; Rufibergstrasse;;; 6415; Schweiz
230;Klein;POINT (2721701 1265464);47.52863350305395;9.05480084929323;;466; Buch bei Märwil;;; 9562; Schweiz
231;Sehr Klein;POINT (2610052 1214270);47.07936710060648;7.57099075937171;;A1; Alchenflüh;;; 3422; Schweiz
232;Mittel;POINT (2617492 1147508);46.4786673345291;7.666413810218204;;;Kandersteg International Scout Centre;;; 3718; Schweiz
234;Mittel;POINT (2607449 1228864);47.21067142435147;7.536954215458957;;33b; Werkhofstrasse;;; 4502; Schweiz
235;Klein;POINT (2663337 1253421);47.42854516703156;8.27810838268951;;;Bahnhofstrasse;;; 5507; Schweiz
236;Mittel;POINT (2641419 1197815);46.93014054422752;7.982509971076638;;2; Tellenbachmoos;;; 6182; Schweiz
237;Sehr Klein;POINT (2688672 1281343);47.676714633720124;8.619430364686444;;;Halle 12;;; 8212; Schweiz
238;Mittel;POINT (2577633 1235990);47.2744263861097;7.143029992202389;;186a; Crât des Oiseaux;;; 2718; Schweiz
239;Mittel;POINT (2657680 1273487);47.609526597982175;8.205733011942677;;;TS 48 Reuenthal - Ried;;; 5324; Schweiz
240;Sehr Klein;POINT (2609672 1266661);47.550597331446035;7.5671091515707625;;70; General Guisan-Strasse;;; 4054; Schweiz
241;Klein;POINT (2674931 1246319);47.36345605906448;8.430573279803763;;;Urdorferstrasse;;; 8903; Schweiz
242;Sehr Klein;POINT (2689120 1173848);46.709887770034584;8.604134996462454;;;Gotthardstrasse;;; 6484; Schweiz
243;Klein;POINT (2547461 1149152);46.49161455334774;6.754329345672803;;;Chemin de la Croix;;; 1070; Schweiz
244;Sehr Klein;POINT (2647876 1207807);47.019583426651955;8.068346320907056;;1; Emmenmatt;;; 6112; Schweiz
245;Klein;POINT (2611598 1266142);47.545898585854545;7.592681543759547;;;Peter Merian-Strasse;;; 4002; Schweiz
246;Mittel;POINT (2724662 1239852);47.29777153909292;9.08696582951214;;3; Rollenstrasse;;; 9630; Schweiz
248;Klein;POINT (2719510 1080804);45.868315823157715;8.977613030835428;;3; Via Stefano Franscini;;; 6850; Schweiz
250;Klein;POINT (2574524 1196849);46.92224732205713;7.104155758103048;;;Chemin des Grèves;;; 3280; Schweiz
251;Mittel;POINT (2551407 1168791);46.6685712841057;6.803648218246507;;2; Chemin de Bronjon;;; 1510; Schweiz
252;Mittel;POINT (2578674 1215954);47.094243825001925;7.157739352626782;;;Twann;;; 2513; Schweiz
253;Mittel;POINT (2556890 1185845);46.82235296639007;6.873686225077127;;;Chemin de la Reine-Berthe;;; 1483; Schweiz
254;Sehr Klein;POINT (2631219 1129062);46.31223823035341;7.84391950214552;;6; Bahnhofstrasse;;; 3938; Schweiz
255;Sehr Klein;POINT (2628222 1168128);46.66378867775054;7.807393172539395;;84; Dorfstrasse;;; 3707; Schweiz
256;Sehr Klein;POINT (2717493 1078975);45.85221942395837;8.95119191955873;;;Autostrada A24;;; 6852; Schweiz
257;Mittel;POINT (2595247 1241497);47.32432291454867;7.375752637930332;;;Choindez;;; 2830; Schweiz
258;Sehr Klein;POINT (2674819 1248796);47.38574577960121;8.42950476192123;;11; Keimlerweg;;; 8902; Schweiz
259;Mittel;POINT (2716014 1112351);46.15265193426214;8.940381175191746;;;Pizza chez Boubou;;; 6593; Schweiz
260;Klein;POINT (2687530 1235182);47.26174332070739;8.595165460933586;;;Spar Express;;; 8810; Schweiz
261;Mittel;POINT (2737750 1252793);47.41153235653601;9.263942692422185;;;Rain;;; 9200; Schweiz
262;Mittel;POINT (2754500 1226997);47.17587194788168;9.47692126548935;;1.1; Langäulistrasse;;; 9470; Schweiz
263;Sehr Klein;POINT (2635141 1128233);46.30458756594458;7.8947702054577915;;;Berg;;; 3939; Schweiz
264;Klein;POINT (2619901 1194362);46.90007177817401;7.699807585622932;;211; Imschmatt;;; 3533; Schweiz
265;Klein;POINT (2629683 1267952);47.561610223693684;7.833028052399683;;;Möhlin Bahnhof;;; 4313; Schweiz
