Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Gemeinde_Name;E;N;H;antenna_Location_WGS84_E;antenna_Location_WGS84_N;postal
Ligornetto, Posta;PAG;Haltestelle;Bus;Mendrisio;2717344;1080050;359;45.861913397873295;8.949540773609861;None
Gasel;BLS;Haltestelle und Bedienpunkt;Zug;Köniz;2597109;1194425;650;46.90092786946679;7.40069222689913;3098
Elsau, Sportplatz;PAG;Haltestelle;Bus;Elsau;2701887;1262136;468;47.50207853540665;8.790968381051096;None
Ringoldingen;BLS;Haltestelle;Zug;Erlenbach im Simmental;2606578;1167373;712;46.65755932651748;7.524577151144834;None
Zürich Flughafen, Fracht;VBG;Haltestelle;Bus / Tram;Kloten;2685451;1256325;434;47.45216234422212;8.571733110883532;None
Zürich Enge;SBB CFF FFS;Haltestelle;Zug;Zürich;2682502;1246491;409;47.36409872812427;8.530818666455595;8030
Grenchen, Bahnhof Nord Eterna;BGU;Haltestelle;Bus;Grenchen;2596251;1226892;472;47.19296403698801;7.3891579038528095;None
Brütten, Zentrum;SBW;Haltestelle;Bus;Brütten;2693315;1258654;612;47.4720384496162;8.676483018072746;8311
Yverdon-les-Bains, 14 Avril;TRAVYS;Haltestelle;Bus;Yverdon-les-Bains;2539921;1181037;434;46.7777871971938;6.651956464208759;None
Kilchberg ZH, Auf Brunnen;VBZ;Haltestelle;Bus;Kilchberg (ZH);2683701;1241468;490;47.31877345240684;8.545751288359817;None
Morbio Superiore, Chiavarino;PAG;Haltestelle;Bus;Breggia;2723200;1080039;505;45.86077458120126;9.024918307708184;None
Leukerbad, Bristol;LLB;Haltestelle;Bus;Leukerbad;2614528;1136015;1358;46.375351536526985;7.627459417049883;3954
Ascona, Sonnenhof;FART;Haltestelle;Bus;Ascona;2704434;1112006;201;46.15144337931218;8.790438840707676;6612
Les Ars;TLML;Haltestelle;Sesselbahn;Leysin;2568888;1136359;1652;46.37787674767217;7.034266932278284;None
La Chaux-de-Fonds, Ami-Girard;TRN;Haltestelle;Bus;La Chaux-de-Fonds;2552757;1216436;1007;47.09723372963871;6.81633952966923;2305
Zug, Oberallmend;ZVB;Haltestelle;Bus;Zug;2682460;1226260;432;47.18215347662346;8.526549926454942;6302
Buus, Tagungszentrum Waldegg;PAG;Haltestelle;Bus;Buus;2631177;1260337;553;47.49305417904389;7.85234620579274;4463
Raron, Industrie;RA;Haltestelle;Bus;Raron;2628526;1128101;636;46.30371307604833;7.808901528360901;None
Beinwil am See (See);SGH;Haltestelle;Schiff;Beinwil am See;2658483;1235668;519;47.2693257023986;8.211460115017667;5712
Oberdorf BL, Station;BLT;Haltestelle;Bus / Tram;Oberdorf (BL);2623427;1249061;508;47.39195912573221;7.748913409491024;None
Ebikon, St. Klemens;VBL;Haltestelle;Bus;Ebikon;2666988;1213558;445;47.06965626963017;8.32055909518281;6031
Langenthal, Passhöchi;asm;Haltestelle;Bus;Langenthal;2626852;1229210;472;47.213281751065615;7.793091219032648;4901
Choëx, Bercla;TPC;Haltestelle;Bus;Monthey;2563411;1121233;526;46.2415344372986;6.964273611459096;None
Habergschwänd;SK;Haltestelle;Sesselbahn;Glarus Nord;2727986;1218400;1275;47.104225830054894;9.124808329939912;None
Eymatt b. Bern, Camping;PAG;Haltestelle;Bus;Bern;2595930;1201201;493;46.96187303341416;7.3851574681451;3029
Brienz BE, Lammbach;PAG;Haltestelle;Bus;Brienz (BE);2646652;1178008;577;46.75162893084555;8.04920016857687;None
Goldach, Thannäcker;BOS;Haltestelle;Bus;Goldach;2752990;1261208;407;47.483826436752295;9.46868638395865;9403
Leysin (station aval);TLML;Haltestelle;Kabinenbahn;Leysin;2567574;1132994;1310;46.347544508014295;7.017424157326553;None
Oberrieden, Wattenbühlweg;SZU;Haltestelle;Bus;Oberrieden;2686376;1236447;444;47.2732721703936;8.580162901033864;8942
Wädenswil, Campus Grüental;SZU;Haltestelle;Bus;Wädenswil;2693841;1230467;516;47.21847229111022;8.677556021605454;None
Onex, Maison Onésienne;TPG;Haltestelle;Bus;Onex;2496778;1116190;415;46.18924028726042;6.101615151182862;None
Mels, Altersheim;BOS;Haltestelle;Bus;Mels;2750894;1212472;493;47.04609616137862;9.424518612467956;None
Wangs, Parkhotel;BOS;Haltestelle;Bus;Vilters-Wangs;2751655;1211438;501;47.03662462084315;9.434183587416747;None
Ferenbalm-Gurbrü;BLS;Haltestelle und Bedienpunkt;Zug;Ferenbalm;2583271;1200354;494;46.95405433524185;7.218865758459385;None
Inden, Russengraben;LLB;Haltestelle;Bus;Inden;2613430;1133877;1254;46.3561417065556;7.61312750787636;None
Sagogn, Storta pintga;PAG;Haltestelle;Bus;Sagogn;2738647;1184108;809;46.79369991777208;9.254758321983513;7152
Cureggia, Paese;TPL;Haltestelle;Bus;Lugano;2719698;1097631;689;46.01961895053071;8.984302469268117;6901
Praz-de-Fort, Le Revers;TMR;Haltestelle;Bus;Orsières;2575705;1092644;1185;45.98492146968813;7.125148010315298;1937
Luzern, Matthof;VBL;Haltestelle;Bus;Luzern;2667783;1209725;441;47.03509984224949;8.330451387865514;6006
Gersau, Wehri;AAGS;Haltestelle;Bus;Gersau;2682514;1205175;436;46.99250688812968;8.523417072141159;6442
Loderio;ABl;Haltestelle;Bus;Biasca;2718000;1137600;353;46.37939435112853;8.972471804133727;None
St-Imier, Tivoli;CJ;Haltestelle;Bus;Saint-Imier;2567462;1222820;804;47.155544056887344;7.009569522748292;None
Bern, Riedbachstrasse;SVB;Haltestelle;Bus;Bern;2595826;1199569;557;46.94719226861263;7.383806291873309;3029
Effretikon, Kapelle Rikon;VBG;Haltestelle;Bus;Illnau-Effretikon;2694331;1254321;511;47.432927323529945;8.689042451950128;None
Siat, vitg;PAG;Haltestelle;Bus;Ilanz/Glion;2731665;1183646;1300;46.790962286193626;9.163198985089336;None
Wolfhalden, Lippenreute;PAG;Haltestelle;Bus;Wolfhalden;2759691;1256878;772;47.4433030359975;9.556010702936383;9427
Schaffhausen, Schützenhaus;VBSH;Haltestelle;Bus;Schaffhausen;2689157;1283958;404;47.70016349327128;8.626415051441324;8202
Niederdorf;BLT;Haltestelle;Zug;Niederdorf;2623644;1250444;471;47.40439026220979;7.751860487410997;4435
Sagogn, Vitg dadens;PAG;Haltestelle;Bus;Sagogn;2738416;1183662;767;46.78973710261305;9.251598565855918;7152
Kreuzlingen, Besmer;VSK;Haltestelle;Bus;Kreuzlingen;2731499;1278000;437;47.639461055115824;9.188588885820728;None
Obergösgen, Schulhaus;BOGG;Haltestelle;Bus;Obergösgen;2638421;1245953;394;47.363302706385504;7.947236820187112;4653
Mels, Feldackerstrasse;BOS;Haltestelle;Bus;Mels;2751285;1212477;489;47.046051982835294;9.4296639529934;None
Gstaad (Talstation Eggli);BDGAG;Haltestelle;Kabinenbahn;Saanen;2587974;1146257;1041;46.467531210354025;7.28207590352149;3792
Alp de Confin;ITSB;Haltestelle;Sesselbahn;Mesocco;2731855;1146445;2317;46.45636211929731;9.155027811674453;6563
St-Ursanne, Chamsat;PAG;Haltestelle;Bus;Clos du Doubs;2575663;1245418;434;47.359155014979095;7.116481762198172;None
Novazzano, Marcetto;PAG;Haltestelle;Bus;Novazzano;2719953;1077490;352;45.838432886849816;8.982476385755172;6883
Goldingen, Oberdorf;PAG;Haltestelle;Bus;Eschenbach (SG);2715478;1235819;711;47.26317513874245;8.964525569417509;None
Zürich, Hottingerplatz;VBZ;Haltestelle;Bus / Tram;Zürich;2684275;1247113;430;47.3694682721564;8.554404269190282;8030
Niederwangen, Hallmatt Parc;SVB;Haltestelle;Bus;Köniz;2595432;1197751;567;46.93083637933709;7.37864959605536;3098
Riehen Niederholz;DICH;Haltestelle;Zug;Riehen;2614660;1268770;265;47.56947307668097;7.633441205174543;None
St. Gallen, Seeblick;VBSG;Haltestelle;Bus;St. Gallen;2746262;1256157;748;47.4399430669156;9.377791746273484;9023
Oberdorf BL, Schulhaus;PAG;Haltestelle;Bus;Oberdorf (BL);2623429;1249090;500;47.39221988486648;7.748941414641032;None
Herblingen;DICH;Haltestelle;Zug;Schaffhausen;2691970;1285897;455;47.71721015581888;8.66428877791899;8202
Genève, Miremont;TPG;Haltestelle;Bus;Genève;2501006;1116130;422;46.1893363888184;6.156383055056409;1208
Sierre, Parc de Finges;PAG;Haltestelle;Bus;Sierre;2609221;1126816;555;46.29269430176997;7.558304672812553;None
Feuerthalen, Rhymarkt;PAG;Haltestelle;Bus;Feuerthalen;2690703;1282977;407;47.69112988626573;8.646807195800243;8245
Hitzkirch, Dorf;ZVB;Haltestelle;Bus;Hitzkirch;2662420;1230760;497;47.22482234955418;8.262801584322256;None
Lenzerheide/Lai, Rothornbahn;PAG;Haltestelle;Bus;Vaz/Obervaz;2761778;1178798;1489;46.74073344328814;9.555735783292247;7082
Monthey, Malévoz;TPC;Haltestelle;Bus;Monthey;2561877;1122887;443;46.2563274625189;6.944250554953649;None
Unterägeri, Spinnerei;ZVB;Haltestelle;Bus;Unterägeri;2686035;1221725;722;47.14091096781864;8.572844876450558;None
Zwingen, Schützenhaus;PAG;Haltestelle;Bus;Zwingen;2606128;1253987;352;47.43665079483192;7.519856611539191;4222
Vullierens, Abbaye;MBC;Haltestelle;Bus;Vullierens;2526710;1158499;527;46.5737369100828;6.482588279880039;1115
Val Sinestra, plazza da parcar;PAG;Haltestelle;Bus;Scuol;2821043;1192886;1479;46.85035564579736;10.337505432885893;7550
Brie, bif. Chippis;PAG;Haltestelle;Bus;Chalais;2607275;1123941;975;46.26685562198601;7.533007018865516;3966
Zuchwil, Buchenweg;BSU;Haltestelle;Bus;Zuchwil;2608575;1227821;450;47.20127644312195;7.551797635568211;None
Gstaad (Talstation Wispile);BDGAG;Haltestelle;Kabinenbahn;Saanen;2588187;1145824;1051;46.46363993219001;7.284860040756019;3792
Horgen, Gumelenstrasse;SZU;Haltestelle;Bus;Horgen;2687298;1235083;408;47.260883670524834;8.592081248638177;8813
La Plaine, Le Moulin;TPG;Haltestelle;Bus;Dardagny;2489482;1115456;368;46.18147906884042;6.007304241066956;1283
Lausanne, Molliettes;TL;Haltestelle;Bus;Lausanne;2542833;1156009;832;46.55291470504892;6.693203746657515;1012
Tüscherz;SBB CFF FFS;Haltestelle;Zug;Twann-Tüscherz;2581686;1218252;435;47.115004539428526;7.197317418131568;None
Brittnau, Nelkenweg;AVA;Haltestelle;Bus;Brittnau;2638052;1235652;448;47.270674563896094;7.941479265630048;4805
Birr;SBB CFF FFS;Haltestelle;Zug;Birr;2658769;1254186;398;47.43584885314815;8.217667726562594;None
Oey, Chirelgand;PAG;Haltestelle;Bus;Diemtigen;2610520;1166990;691;46.65406395782555;7.576069389116508;3754
Hugelshofen, Schlatt;PAG;Haltestelle;Bus;Kemmental;2726968;1273338;518;47.598436415491605;9.126975041661453;None
Bad Ragaz, Post;PAG;Haltestelle;Bus;Bad Ragaz;2756783;1207815;515;47.00285372302643;9.5003771375271;None
Bubendorf, Unterdorf;AAGL;Haltestelle;Bus;Bubendorf;2622606;1256006;360;47.45445148171928;7.738390006953702;4416
Golino, Ponte;PAG;Haltestelle;Bus;Centovalli;2697831;1114861;269;46.17811347729628;8.705581635646489;None
Bex, Les Luisances;TPC;Haltestelle;Bus;Bex;2568249;1123822;514;46.26507018392455;7.026819626513724;None
Romont FR, Bicubic;TPF;Haltestelle;Bus;Romont (FR);2559581;1170766;727;46.68688330526799;6.910284188789649;None
Vira (Gambarogno), Vignascia;PAG;Haltestelle;Bus;Gambarogno;2707576;1110850;196;46.14055181576372;8.830834990225862;None
Rümlang, Heuelstrasse;VBG;Haltestelle;Bus;Rümlang;2682188;1256304;440;47.4523891604884;8.52846643262686;8153
Naters, Junkerbiel;PAG;Haltestelle;Bus;Naters;2643720;1130820;678;46.32735575109585;8.006364020214969;3904
Riedholz, Bahnhof;PAG;Haltestelle;Bus;Riedholz;2610125;1231137;471;47.2310809147388;7.572328020483656;4533
Agarone, Bivio per Cugnasco;PAG;Haltestelle;Bus;Cugnasco-Gerra;2713609;1115245;333;46.179090424686606;8.909959650933844;None
Adelboden, Janz Team;AFA;Haltestelle;Bus;Adelboden;2609988;1149826;1334;46.49967236861561;7.568749997130317;3715
Stans, Engelbergstrasse;PAG;Haltestelle;Bus;Stans;2671003;1201042;457;46.9566640061259;8.371455247477224;6371
Stäfa, Mies;VZO;Haltestelle;Bus;Stäfa;2698477;1232847;414;47.23920191116746;8.739272301148283;None
Biel/Bienne, Sydebusweg/Chemin des Chatons;VB TPB;Haltestelle;Bus;Biel/Bienne;2585065;1221455;519;47.14390023010139;7.241733666324641;2505
Seelisberg, Bahnhof;PAG;Haltestelle;Bus;Seelisberg;2687371;1203667;766;46.97832199937628;8.586971547509293;6377
Zug, Rütli;ZVB;Haltestelle;Bus;Zug;2682040;1224640;448;47.16763560730913;8.52071473624195;6302
Adelboden Oey (Sillerenbahn);BA;Haltestelle;Kabinenbahn;Adelboden;2609351;1148515;1264;46.48788828020644;7.560425742105234;3715
Herrliberg, Holzwies;VZO;Haltestelle;Bus;Herrliberg;2688473;1238717;510;47.29340969614302;8.60831973578556;8704
Savièse, Etang de la Tzena;PAG;Haltestelle;Bus;Savièse;2592994;1121430;771;46.2442690061836;7.347808894068999;1965
Peney-le-Jorat, Moulin Peney;PAG;Haltestelle;Bus;Hermenches;2546608;1165577;730;46.639293419500056;6.741314475479655;None
Kirchlindach, Heimenhaus;PAG;Haltestelle;Bus;Kirchlindach;2597975;1204690;571;46.993266653238;7.412010111213725;3038
Bütschwil, Bahnhof;PAG;Haltestelle;Bus;Bütschwil-Ganterschwil;2723610;1246696;612;47.35951360052477;9.07494706540021;None
Walkringen, Bahnhof;PAG;Haltestelle;Bus;Walkringen;2613735;1199606;693;46.94739802271086;7.619044876037664;3512
Monte Carasso (funivia);FMCM;Haltestelle;Kabinenbahn;Bellinzona;2720348;1116515;250;46.18934197306224;8.997538912614473;6503
Bäch SZ;SBB CFF FFS;Haltestelle;Zug;Freienbach;2697631;1228583;411;47.20097950940469;8.72717591993455;8807
Root, Schlosshof;VBL;Haltestelle;Bus;Root;2672416;1219062;424;47.11858979961576;8.392895540102591;6037
Echallens, gare;PAG;Haltestelle;Bus;Echallens;2538277;1165699;617;46.63967138822368;6.632498641727357;None
Hittnau, Sonne;PAG;Haltestelle;Bus;Hittnau;2704525;1247300;641;47.36824896477539;8.822502381041122;8335
Stoos SZ;StSS;Haltestelle;Standseilbahn;Morschach;2693511;1203724;1306;46.97799803356853;8.66767012792116;6443
Les Diablerets, Les Diablotins;PAG;Haltestelle;Bus;Ormont-Dessus;2579327;1133155;1270;46.34945914608178;7.170088726112962;None
Giubiasco, Caffè Locarno;PAG;Haltestelle;Bus;Bellinzona;2721632;1115061;231;46.17603426935148;9.013788300628596;6503
Boden;MOB;Haltestelle;Zug;Lenk;2599750;1146605;1037;46.47077091963802;7.435385908692284;None
Noranco, Paese;TPL;Haltestelle;Bus;Lugano;2715292;1093560;323;45.98377152993957;8.926424927246863;6901
Goldach;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Goldach;2752892;1260090;447;47.473797376692055;9.467003068260643;9403
Adligenswil, Chliäbnet;PAG;Haltestelle;Bus;Adligenswil;2671579;1214031;547;47.07343066153905;8.381070937709069;None
Foroglio (Bavona);PAG;Haltestelle;Bus;Cevio;2685381;1136406;684;46.37359813994067;8.5483194672897;None
Wallisellen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Wallisellen;2687038;1251963;431;47.41272633743069;8.591924188615689;None
Alp Sellamatt (Ruestel Talstation);TBBU;Haltestelle;Sesselbahn;Wildhaus-Alt St. Johann;2741114;1226721;1435;47.17638274064442;9.300305135674998;None
Etagnières, gare;TL;Haltestelle;Bus;Etagnières;2536719;1161272;629;46.59970423851143;6.612761445459371;1037
Le Locle, Gentianes;TRN;Haltestelle;Bus;Le Locle;2547988;1211556;1018;47.05298185838626;6.754086769743505;None
Cossonay-Penthalaz;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Penthalaz;2529903;1162049;428;46.60601194370911;6.523695402140583;1305
Davos Wolfgang, Hochgebirgskl.;VBD;Haltestelle;Bus;Davos;2784454;1189163;1580;46.82803677300694;9.856487902708777;None
Walterswil BE, Kirche;OUW;Haltestelle;Bus;Walterswil (BE);2625553;1218016;661;47.11264656176427;7.775311061072962;None
St-Triphon,gouille du Duzillet;TPC;Haltestelle;Bus;Ollon;2563109;1126939;387;46.29284589872297;6.959905704134726;None
Allschwil, Gartenstrasse;BLT;Haltestelle;Bus / Tram;Allschwil;2607952;1266874;287;47.55253590176444;7.544263648111726;None
Thalwil, Böni;SZU;Haltestelle;Bus;Thalwil;2685232;1237718;482;47.28485169942325;8.565287166044323;None
Thalheim AG, Dorfplatz;PAG;Haltestelle;Bus;Thalheim (AG);2649835;1254044;452;47.435308491881145;8.099228566657445;None
Berg;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Berg (TG);2730583;1271617;554;47.58225262159934;9.174523556588724;None
Winterthur, Blumenau;SBW;Haltestelle;Bus;Winterthur;2695929;1262594;431;47.50709374690092;8.712000882382725;8410
Spiringen, Rütti;AAGU;Haltestelle;Bus;Spiringen;2699241;1191913;992;46.87093818279744;8.740392276939966;6464
Versam-Safien;RhB FR VR;Haltestelle und Bedienpunkt;Zug;Safiental;2742850;1185728;635;46.807379859326375;9.310298640317338;None
Obfelden, Gessnerstrasse;PAG;Haltestelle;Bus;Obfelden;2673885;1235029;424;47.26203501515927;8.414868547685924;8912
Winterthur, Loki;SBW;Haltestelle;Bus;Winterthur;2696112;1261377;439;47.496122903053084;8.714167026411333;8410
Stoos (Klingenstockbahn);StoB;Haltestelle;Sesselbahn;Morschach;2693809;1203159;1346;46.97287435915433;8.671469507916417;6443
Niederbüren, Nellen;PAG;Haltestelle;Bus;Niederbüren;2732239;1258238;485;47.46162297280633;9.192554460568594;9246
Baden, Bahnhof West;RVBW;Haltestelle;Bus;Baden;2665453;1258771;387;47.47645337136405;8.306936563701889;5402
Köniz, Leen;SVB;Haltestelle;Bus;Köniz;2596621;1196675;625;46.92116478213139;7.3942707184998175;3098
Noranco, Asilo Bagion;TPL;Haltestelle;Bus;Lugano;2715603;1093994;351;45.987621721138176;8.930543743273741;6901
Andeer, Tgavugl;PAG;Haltestelle;Bus;Andeer;2752368;1163436;985;46.60480662949047;9.427550831007595;7440
Spreitenbach, Kreuzäcker;LTB;Haltestelle;Bus / Tram;Spreitenbach;2670935;1252245;400;47.41719409239536;8.378618365126188;None
Ecublens VD, Renges;TL;Haltestelle;Bus;Ecublens (VD);2532177;1152742;408;46.52253051924508;6.554745225591768;None
Turbenthal, Tablat;PAG;Haltestelle;Bus;Turbenthal;2707275;1252150;550;47.41142174368452;8.86006684817808;None
Lampenberg, Bündtenweg;BLT;Haltestelle;Bus;Lampenberg;2624219;1253097;396;47.4282306764085;7.759621484683448;4432
Wil SG, Stelz;REGO;Haltestelle;Bus;Kirchberg (SG);2721772;1255651;575;47.4403816460961;9.053062087378215;None
Rorbas, Aubrücke;PAG;Haltestelle;Bus;Rorbas;2685914;1264467;380;47.5253228462818;8.57944134022444;None
Urtenen;RBS;Haltestelle;Zug;Urtenen-Schönbühl;2604714;1208652;529;47.02889218850521;7.500644594483211;None
Orges, village;PAG;Haltestelle;Bus;Orges;2534936;1184483;564;46.80831433661321;6.5861963351002615;1430
Acquarossa, Casa Anziani;ABl;Haltestelle;Bus;Acquarossa;2715246;1145494;523;46.45087165075667;8.938644222691787;6716
Däniken, Industrie;PAG;Haltestelle;Bus;Däniken;2640408;1245390;383;47.35812031904387;7.973488899390072;None
Kirchberg BE, Post;BLAG;Haltestelle;Bus;Kirchberg (BE);2611052;1214787;509;47.08400164696942;7.584170875636578;None
Schönengrund, Wohnheim;PAG;Haltestelle;Bus;Neckertal;2735577;1243894;855;47.33196458520185;9.232462611533082;None
Muttenz, Bizenen;BLT;Haltestelle;Bus;Muttenz;2616088;1264495;273;47.53099167720941;7.652264006812858;None
Tübach, Sonne;PAG;Haltestelle;Bus;Tübach;2751770;1261489;415;47.4866356908811;9.452600768154284;9327
Braunau, Dorf;BOS;Haltestelle;Bus;Braunau;2722973;1262648;669;47.50307546284633;9.070910053711678;9502
Epauvillers, bif. sur Le Péca;PAG;Haltestelle;Bus;Clos du Doubs;2576597;1243673;734;47.34349400509017;7.128936298246242;None
Ste-Croix,centre de soins-hôp.;TRAVYS;Haltestelle;Bus;Sainte-Croix;2527954;1185784;1086;46.81929623010827;6.494524363551284;None
Zürich, Titlisstrasse;DBZ;Haltestelle;Zahnradbahn;Zürich;2685069;1247292;484;47.37097606061821;8.564949198621589;8030
Luthern, Wieden;PAG;Haltestelle;Bus;Luthern;2636442;1213102;752;47.06793729929181;7.918384049174388;None
Luterbach, Gemeindehaus;BSU;Haltestelle;Bus;Luterbach;2611321;1229482;431;47.21617551349851;7.588079769898512;4542
Uster, im Hölzli;VZO;Haltestelle;Bus;Uster;2696410;1243960;460;47.33944928023168;8.714363262696164;None
Engollon, piscine;TRN;Haltestelle;Bus;Val-de-Ruz;2560079;1210312;735;47.04263284757674;6.913324033321711;None
Arboldswil, Mühletal;AAGL;Haltestelle;Bus;Arboldswil;2621627;1251599;549;47.4148476160086;7.725195219161436;4424
Schlatt TG;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Schlatt (TG);2693779;1281732;404;47.6795015090313;8.687509544630226;None
Luzern, Weggismatt;VBL;Haltestelle;Bus;Luzern;2666201;1212839;456;47.06326835662597;8.310093628731549;6006
La Chaux-de-Fonds, Combe-à-l'Ours;TRN;Haltestelle;Bus;La Chaux-de-Fonds;2551635;1214977;1013;47.08402939392921;6.801717411243847;2305
Oberuzwil, Schützenhaus;PAG;Haltestelle;Bus;Oberuzwil;2725894;1254787;588;47.43183674033035;9.107451158577634;9242
Bern, Willadingweg;SVB;Haltestelle;Bus;Bern;2601972;1198401;539;46.936696759970935;7.46453016598184;3029
Plattja;TUG;Haltestelle;Sesselbahn;St. Niklaus;2631106;1113412;2367;46.17146414816526;7.841411249119206;None
Brandegg;WAB;Haltestelle;Zahnradbahn;Grindelwald;2643862;1162151;1333;46.60918042808746;8.011174029685204;3818
Grenchen, Bergstrasse;BGU;Haltestelle;Bus;Grenchen;2596108;1227660;522;47.19987112458106;7.387264174189783;None
St. Niklausen OW, alte Post;PAG;Haltestelle;Bus;Kerns;2664150;1192032;762;46.87631895851696;8.280160180749409;6064
Märstetten, Gemeindehaus;PAG;Haltestelle;Bus;Märstetten;2722588;1272570;430;47.59236394165213;9.068537076408774;8560
Mörschwil, Riederen;PAG;Haltestelle;Bus;Mörschwil;2750188;1258340;584;47.45868621170076;9.430555986106285;9402
Münster VS;MGB;Haltestelle und Bedienpunkt;Zug;Goms;2663570;1148562;1359;46.48536288385644;8.266537808605237;None
Doppleschwand, Brüggweid;PAG;Haltestelle;Bus;Doppleschwand;2645573;1207501;678;47.01699314545254;8.03802534643683;6112
Anières, Chavannes;TPG;Haltestelle;Bus;Anières;2506794;1126472;391;46.28318519657556;6.229274593159023;1247
Basel, Grosspeterstrasse;BVB;Haltestelle;Tram;Basel;2612041;1266140;278;47.54587266887319;7.598565980379117;4028
