id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;building;streetNumber;street;town;district;state;country;postal;type
6742;Klein;POINT (2687013 1165087);46.63136455201349;8.574924844821194;;;Gotthard-Strassentunnel;Hospental;; 6493; Schweiz; 6493;5G
6743;Mittel;POINT (2729799 1254263);47.42636631491744;9.159046403156085;;;Homberg;Bichwil;; 9248; Schweiz; 9248;5G
6744;Gross;POINT (2614460 1176420);46.738817788799714;7.627836612040303;;;Stadion Lachen;Thun;; 3604; Schweiz; 3604;5G
6745;Mittel;POINT (2596809 1227226);47.19597126144032;7.396518611129136;;33; Kapellstrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540;5G
6746;Mittel;POINT (2732208 1253008);47.414601983607305;9.190594541295978;;;Dammstrasse;Flawil 1 Zust;; 9230; Schweiz; 9230;5G
6748;Mittel;POINT (2542457 1155826);46.551236284077476;6.688324014544291;;5a; Route de Marin;Lausanne 18;; 1000; Schweiz; 1000;5G
6749;Sehr Klein;POINT (2696567 1152073);46.51299832261843;8.696943257087293;;;Gottardo Arena;Ambrì;; 6775; Schweiz; 6775;5G
6750;Sehr Klein;POINT (2600110 1199721);46.94857312133505;7.440077371017285;;;Ackermann;Bern;; 3011; Schweiz; 3011;5G
6751;Sehr Klein;POINT (2635468 1244677);47.3519915318453;7.908045466101216;;;Olten;Olten 1 Fächer;; 4601; Schweiz; 4601;5G
6752;Mittel;POINT (2535745 1156313);46.555004647215654;6.60074319693833;;A9; Romanel-sur-Lausanne;Romanel-s-Lausanne;; 1032; Schweiz; 1032;5G
6753;Mittel;POINT (2692674 1203608);46.977072118692334;8.656647340003902;;;Mettlen (Stoos);Stoos SZ;; 6433; Schweiz; 6433;5G
6755;Gross;POINT (2616155 1197804);46.93113450896013;7.65076823586359;;;Arnisäge;Arni BE;; 3508; Schweiz; 3508;5G
6756;Mittel;POINT (2586685 1221372);47.14318844958022;7.263093295345663;;6; Rue de Gottstatt / Gottstattstrasse;Biel/Bienne;; 2504; Schweiz; 2504;5G
6757;Mittel;POINT (2537056 1152313);46.51914914326695;6.618383917330186;;;Pont Marc-Dufour;Lausanne;; 1007; Schweiz; 1007;5G
6758;Mittel;POINT (2689410 1286804);47.725720610307356;8.630360974571023;;289 Funkerhütte; Mühlentalstrasse;Schaffhausen;; 8208; Schweiz; 8208;5G
6759;Mittel;POINT (2612037 1270071);47.581226885542684;7.598618764995057;;;WKL-956;Basel;; 4019; Schweiz; 4019;5G
6760;Klein;POINT (2793604 1163798);46.597385778644465;9.965639169894995;;;Badilatti;Zuoz;; 7524; Schweiz; 7524;5G
6761;Mittel;POINT (2578838 1110620);46.14672924983266;7.164762551527755;;80; Route des Pras Longs;Saxon;; 1907; Schweiz; 1907;5G
6762;Mittel;POINT (2554241 1199800);46.947700970426155;6.837568717472536;Duckert SA; 26; Route de Boudry;Boudry;; 2017; Schweiz; 2017;5G
6763;Mittel;POINT (2542642 1160949);46.59733441969329;6.690097572598222;;5; Route du Chalet à Gobet;Froideville;; 1055; Schweiz; 1055;5G
6764;Mittel;POINT (2625935 1228087);47.20321737781488;7.780921852414835;;31b; Dennliweg;Langenthal;; 4900; Schweiz; 4900;5G
6765;Mittel;POINT (2718165 1097789);46.02130992989563;8.964551587022214;;17; Via Industria;Pregassona Dist;; 6963; Schweiz; 6963;5G
6766;Mittel;POINT (2672534 1195960);46.910788323782306;8.390757316916085;KW Dallenwil; 4; Oberau;Wirzweli;; 6383; Schweiz; 6383;5G
6767;Sehr Klein;POINT (2612276 1129345);46.315395608732175;7.598015600543352;;;Varen;Varen;; 3953; Schweiz; 3953;5G
6768;Mittel;POINT (2657782 1177392);46.74521653739571;8.194779748080556;Talstation Wasserwendi; 365; Twing;Hasliberg Wasserw;; 6084; Schweiz; 6084;5G
6769;Sehr Klein;POINT (2538209 1152399);46.520030365372925;6.633396671451528;;7; Place Saint-François;Lausanne;; 1003; Schweiz; 1003;5G
6770;Gross;POINT (2670949 1252752);47.42175228136724;8.378884355276082;;;Stellwerk West Rangierbahnhof;Spreitenbach Zust;; 8957; Schweiz; 8957;5G
6771;Mittel;POINT (2647415 1235668);47.2702129206881;8.065207121559796;Squindo; 121; Ruesserain;Moosleerau;; 5054; Schweiz; 5054;5G
6772;Mittel;POINT (2549760 1194291);46.897823470745784;6.7793209349648;;;Silo à grains;St-Aubin-Sauges;; 2024; Schweiz; 2024;5G
6773;Mittel;POINT (2615063 1269152);47.572899562139035;7.638809636594031;;;Primarschule Wasserstelzen;Riehen Rauracher;; 4125; Schweiz; 4125;5G
6774;Mittel;POINT (2583323 1238687);47.298853468166264;7.218126451210017;;526; Undervelier;Undervelier;; 2863; Schweiz; 2863;5G
6775;Mittel;POINT (2566524 1192465);46.882456722067566;6.999447949002217;;A1; Avenches;Domdidier;; 1564; Schweiz; 1564;5G
6776;Gross;POINT (2595614 1206523);47.00974297311938;7.380953330530642;;1304; Aetzikofen;Meikirch;; 3045; Schweiz; 3045;5G
6777;Mittel;POINT (2600066 1125018);46.2765825099503;7.439500381264102;;;Chelin;Flanthey;; 3978; Schweiz; 3978;5G
6778;Mittel;POINT (2681930 1245971);47.35949349852567;8.523152144426817;;15; Giesshübelstrasse;Zürich Sihlcity;; 8045; Schweiz; 8045;5G
6779;Mittel;POINT (2554814 1199720);46.94702070555598;6.845102991032854;;33; Chemin des Polonais;Cortaillod;; 2016; Schweiz; 2016;5G
6780;Mittel;POINT (2739266 1238252);47.280463042064;9.279503094638988;;;Rossfall;Urnäsch;; 9107; Schweiz; 9107;5G
6781;Mittel;POINT (2633188 1239478);47.30534905559657;7.877485921781028;;189; Bernstrasse;Rothrist;; 4852; Schweiz; 4852;5G
6782;Mittel;POINT (2555239 1205008);46.994614507613875;6.850163092215492;;;Route de la Tourne;Montezillon;; 2037; Schweiz; 2037;5G
6783;Mittel;POINT (2618065 1129957);46.320770699914995;7.673194099522013;;;Wiler;;; Valais/Wallis; Schweiz;;5G
6784;Mittel;POINT (2652899 1263582);47.520850460396645;8.140973424596572;;;Bürersteigstrasse;Mönthal;; 5237; Schweiz; 5237;5G
6785;Mittel;POINT (2611249 1266970);47.553351425918265;7.58806650924676;;;Broncefigur-Brunnen;Basel;; 4051; Schweiz; 4051;5G
6786;Gross;POINT (2726114 1274007);47.604616456098555;9.115812645915227;;;Mannenmühlestrasse;Hugelshofen;; 8565; Schweiz; 8565;5G
6787;Mittel;POINT (2725192 1239248);47.2922397296642;9.093803188127279;Blockfabrik 14; 14; Industriestrasse;Wattwil Zust;; 9630; Schweiz; 9630;5G
6788;Mittel;POINT (2507319 1137595);46.38330450045766;6.233866180303206;;8; Rue de la Morâche;Nyon 2;; 1260; Schweiz; 1260;5G
6789;Gross;POINT (2720653 1257920);47.46099100411774;9.038844179566839;;35; Hubstrasse;Wil SG Hubstrasse;; 9500; Schweiz; 9500;5G
6790;Mittel;POINT (2489355 1111876);46.14925937789064;6.006507221865189;;;La Tuilière;Athenaz (Avusy);; 1285; Schweiz; 1285;5G
6791;Mittel;POINT (2723592 1118964);46.21077995839294;9.040195248730244;;28; Via del Carmagnola;Arbedo Dist.;; 6517; Schweiz; 6517;5G
6792;Mittel;POINT (2621409 1225485);47.179975010744236;7.721064317764691;;40; Buchsistrasse;Ochlenberg;; 3367; Schweiz; 3367;5G
6793;Mittel;POINT (2612559 1266940);47.5530579942601;7.6054691957071245;;19; St. Alban-Talstrasse;Basel;; 4052; Schweiz; 4052;5G
6794;Mittel;POINT (2663804 1209175);47.03054757783391;8.27802644568892;;1; Schlossweg;Kriens Zust Pakete;; 6010; Schweiz; 6010;5G
6795;Mittel;POINT (2724057 1077444);45.837280221329856;9.035269626538696;;;Via Brogeda;Vacallo;; 6833; Schweiz; 6833;5G
6796;Mittel;POINT (2501923 1128043);46.296621401778644;6.165751867038969;;7d; Route de Suisse;Mies;; 1295; Schweiz; 1295;5G
6797;Mittel;POINT (2563577 1129202);46.3132282107497;6.965801370280748;;8; Route d'Ollon;Aigle Distribution;; 1860; Schweiz; 1860;5G
6798;Mittel;POINT (2525747 1176712);46.73745326752812;6.4670806577322715;;;Réservoir;La Russille;; 1356; Schweiz; 1356;5G
6799;Klein;POINT (2683666 1246886);47.36750437640798;8.546299922774685;;8; Rämistrasse;Zürich;; 8001; Schweiz; 8001;5G
6800;Mittel;POINT (2507141 1137988);46.386814717900705;6.231473978395087;;9; Chemin du Cossy;Nyon 2;; 1260; Schweiz; 1260;5G
6801;Mittel;POINT (2682876 1251291);47.40721986012122;8.536658276228993;;90; Birchstrasse;Zürich Postauto;; 8050; Schweiz; 8050;5G
6802;Mittel;POINT (2527448 1153575);46.52952649911471;6.4929898443289895;;;Route de Saint-Saphorin;Echichens;; 1112; Schweiz; 1112;5G
6803;Sehr Klein;POINT (2680423 1248355);47.38111945499541;8.50363435892915;;475; Badenerstrasse;Zürich;; 8004; Schweiz; 8004;5G
6804;Mittel;POINT (2664557 1259875);47.486470638953534;8.295210818032162;;61; Landstrasse;Nussbaumen AG Zust;; 5415; Schweiz; 5415;5G
6805;Mittel;POINT (2597943 1199714);46.94850673950821;7.411612762814663;ecovor Vorsorgedienstleistungen AG; 3; Steigerhubelstrasse;Bern;; 3008; Schweiz; 3008;5G
6806;Mittel;POINT (2702610 1228870);47.20280641088795;8.79294210079086;Landolt Entsorgungspark Pfäffikon SZ; 2; Industriestrasse;Pfäffikon Poststr;; 8808; Schweiz; 8808;5G
6807;Klein;POINT (2636021 1127242);46.29562652422239;7.906115703055448;;;Cheerstrasse;Visp Verkauf;; 3930; Schweiz; 3930;5G
6808;Klein;POINT (2533855 1155255);46.545303323158954;6.576251147961741;;;Tunnel du Marcolet;Crissier 1 Dist;; 1023; Schweiz; 1023;5G
6809;Mittel;POINT (2501937 1126296);46.280910159361824;6.166301731719743;;77; Route de Suisse;Versoix;; 1290; Schweiz; 1290;5G
6810;Mittel;POINT (2694695 1253932);47.42937679721668;8.693784204921455;;2; Im Lindenhof;Effretikon Zust;; 8307; Schweiz; 8307;5G
6811;Klein;POINT (2684018 1212818);47.06106048137987;8.54460313720324;;20; Mühlemoosweg;Arth;; 6415; Schweiz; 6415;5G
6812;Mittel;POINT (2698231 1232713);47.23803343022588;8.73599456412477;;24; Sennenrainstrasse;Stäfa Bahnhofstr;; 8712; Schweiz; 8712;5G
6813;Mittel;POINT (2596267 1200133);46.952268221060905;7.389594176536851;;7; Melchiorstrasse;Bern;; 3027; Schweiz; 3027;5G
6815;Mittel;POINT (2683666 1246992);47.368457674401704;8.546319731140182;;;Knuchel & Kahl Interieur SA;Zürich;; 8001; Schweiz; 8001;5G
6816;Gross;POINT (2662430 1240750);47.31467178483606;8.264321087588595;;;Uezwilerstrasse;Sarmenstorf;; 5614; Schweiz; 5614;5G
6817;Mittel;POINT (2716626 1095282);45.99902995722673;8.944061649458824;;;Via Quiete;Pazzallo;; 6912; Schweiz; 6912;5G
6818;Mittel;POINT (2598936 1198231);46.93516932254627;7.424660012077352;;69; Schwarzenburgstrasse;Bern;; 3008; Schweiz; 3008;5G
6819;Mittel;POINT (2629630 1234880);47.26416202603144;7.8301348454519;;147; Hauptstrasse;Riken AG;; 4853; Schweiz; 4853;5G
6820;Mittel;POINT (2615754 1264000);47.52654782234799;7.647811187212122;;;k kiosk;Muttenz Hauptstr;; 4132; Schweiz; 4132;5G
6821;Gross;POINT (2598667 1249179);47.39343331166446;7.420968561709992;;;Grabenweg;Liesberg;; 4253; Schweiz; 4253;5G
6822;Mittel;POINT (2660668 1235585);47.26838209656334;8.240320986817387;;;Waldegg;Aesch LU;; 6287; Schweiz; 6287;5G
6823;Gross;POINT (2691108 1119511);46.220881276375344;8.619436831614971;;;Gresso;Mosogno;; 6611; Schweiz; 6611;5G
6824;Mittel;POINT (2563368 1163366);46.620536933512206;6.960377381130907;;;Chemin du Pra-Mori;Vaulruz;; 1627; Schweiz; 1627;5G
6825;Mittel;POINT (2505749 1118107);46.20780011406915;6.217409499806748;;63; Route de Mon-Idée;Thônex;; 1226; Schweiz; 1226;5G
6826;Mittel;POINT (2600912 1202070);46.96970221892088;7.4506163890301;;;Felsenauviadukt;Bern;; 3004; Schweiz; 3004;5G
6827;Mittel;POINT (2682110 1246464);47.36390485970235;8.525624933803435;;156; Brandschenkestrasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002;5G
6828;Mittel;POINT (2727118 1280071);47.65894624175722;9.130900128545738;;17; Konstanzerstrasse;Tägerwilen Zust P;; 8274; Schweiz; 8274;5G
6829;Mittel;POINT (2662559 1176597);46.737634516938584;8.257179437010517;Alpentower; 847b; Winterlücke;Hasliberg Reuti;; 6086; Schweiz; 6086;5G
6830;Klein;POINT (2698062 1228158);47.19709348245556;8.73277078145504;;5; Speerstrasse;Bäch SZ;; 8806; Schweiz; 8806;5G
6831;Klein;POINT (2665770 1210569);47.04289385819834;8.304090975724552;;2; Ahornstrasse;Luzern Hirschengr;; 6003; Schweiz; 6003;5G
6832;Mittel;POINT (2584764 1222047);47.14921823986712;7.237745363008961;Maison communale; 37; Route Principale;Evilard;; 2533; Schweiz; 2533;5G
6834;Mittel;POINT (2537937 1153695);46.53166282261615;6.629677833232048;;6; Avenue des Oiseaux;Lausanne;; 1018; Schweiz; 1018;5G
6835;Klein;POINT (2682170 1216424);47.09372487909184;8.52093469510423;Strandbad Walchwil; 14; Artherstrasse;Walchwil;; 6318; Schweiz; 6318;5G
6836;Klein;POINT (2669200 1217170);47.101916526100645;8.350230848077604;;;Hauptstrasse;Buchrain Schiltw.;; 6033; Schweiz; 6033;5G
6837;Gross;POINT (2499008 1116369);46.19118890920439;6.130456143573766;Infomaniak Network SA; 25; Rue Eugène-Marziano;Carouge GE Dist;; 1227; Schweiz; 1227;5G
6838;Mittel;POINT (2784236 1195148);46.88190861987859;9.856049026130576;Sunniberg; 28; Klosters Dorf;Klosters Dorf;; 7252; Schweiz; 7252;5G
6839;Mittel;POINT (2700250 1257350);47.45929141817779;8.768168343887531;;8; Tösstalstrasse;Kollbrunn;; 8483; Schweiz; 8483;5G
6840;Mittel;POINT (2731718 1252982);47.41446642576736;9.184095735660533;;17; Weideggstrasse;Flawil 1 Zust;; 9230; Schweiz; 9230;5G
6841;Mittel;POINT (2579841 1185301);46.81855365510479;7.174475283922144;;;Route de Berne;Düdingen;; 3186; Schweiz; 3186;5G
6842;Mittel;POINT (2582266 1230485);47.22505280610815;7.204476308318894;Pro Routes SA; 15; Chemin du Repos;Tavannes;; 2710; Schweiz; 2710;5G
6843;Mittel;POINT (2758094 1249193);47.37459341766201;9.5321270359376;;19; Stossstrasse;Lüchingen;; 9450; Schweiz; 9450;5G
6844;Gross;POINT (2612980 1268889);47.57057852944559;7.611118856375321;;22; Schorenweg;Basel;; 4058; Schweiz; 4058;5G
6845;Mittel;POINT (2555140 1202029);46.96781209736281;6.849156526518138;;;Colombier;Bôle;; 2014; Schweiz; 2014;5G
6846;Mittel;POINT (2634078 1224931);47.17446143149702;7.88815398345736;;1; Schürliweg;Grossdietwil;; 6146; Schweiz; 6146;5G
6847;Sehr Klein;POINT (2682657 1250250);47.39788535734705;8.533564661621936;Bucheggplatz;" 1;4"; Unterstrass;Zürich;; 8042; Schweiz; 8042;5G
6848;Sehr Klein;POINT (2658940 1189190);46.85123757164778;8.21145244024688;;A8; Ewil;Sachseln;; 6072; Schweiz; 6072;5G
6849;Sehr Klein;POINT (2600970 1199604);46.94752007965885;7.4513736752771935;;16; Münstergasse;Bern;; 3011; Schweiz; 3011;5G
6852;Klein;POINT (2555310 1145732);46.46142149037479;6.85688814437588;Le Léman; 20; Route de Blonay;Vevey Av G. Guisan;; 1800; Schweiz; 1800;5G
6853;Sehr Klein;POINT (2643610 1175376);46.72815936477357;8.009138802268037;;A8; Schweibenalp;Brienz BE Zust;; 3855; Schweiz; 3855;5G
6854;Klein;POINT (2689336 1202777);46.970055660388596;8.612619244906796;;;Axenstrasse;Morschach;; 6443; Schweiz; 6443;5G
6855;Mittel;POINT (2683018 1250621);47.40117647028389;8.538415001394164;;8; Schürbungert;Zürich;; 8057; Schweiz; 8057;5G
6856;Sehr Klein;POINT (2682570 1246527);47.36441397516351;8.531725398517596;;;Lago Montagna;Zürich PF Fil Enge;; 8002; Schweiz; 8002;5G
6857;Mittel;POINT (2510548 1141220);46.41634898469535;6.2751344320367854;;8a; Chemin du Bochet;Gland Dist colis;; 1196; Schweiz; 1196;5G
6858;Mittel;POINT (2685156 1255786);47.44735330374307;8.567719016483183;;;Heizzentrale Flughafen Zürich AG;Kloten Kaserne;; 8302; Schweiz; 8302;5G
6859;Gross;POINT (2758070 1260353);47.474937493127;9.53575924664592;;;Reservoirweg;Staad SG;; 9422; Schweiz; 9422;5G
6860;Gross;POINT (2721994 1252556);47.412509688776055;9.055159116185154;;;Finnenbahn;; Wahlkreis Toggenburg; Sankt Gallen; Schweiz;;5G
6861;Mittel;POINT (2573108 1212310);47.06126317954921;7.084646243451359;;;Route de la Neuveville;Le Landeron;; 2525; Schweiz; 2525;5G
6862;Mittel;POINT (2581851 1252250);47.42080350982567;7.1981117664977985;;;Route de Miécourt;Pleujouse;; 2953; Schweiz; 2953;5G
6863;Mittel;POINT (2683914 1250859);47.403203318853976;8.550327946758456;;19; Viktoriastrasse;Zürich;; 8057; Schweiz; 8057;5G
6864;Mittel;POINT (2703025 1243272);47.3322615664201;8.801720495563446;;35; Motorenstrasse;Wetzikon Post;; 8620; Schweiz; 8620;5G
6865;Mittel;POINT (2555580 1136889);46.3818933544126;6.861251876427673;;;Chaussée du Canal;Bouveret;; 1897; Schweiz; 1897;5G
6866;Mittel;POINT (2572580 1251269);47.411658186542084;7.0753134991932765;Centre sportif de l'Oiselier; 17; Chemin de l'Oiselier;Porrentruy 1;; 2900; Schweiz; 2900;5G
6867;Mittel;POINT (2683665 1250939);47.40395446074337;8.547044572499429;;50; Berninastrasse;Zürich;; 8057; Schweiz; 8057;5G
6868;Mittel;POINT (2761381 1259849);47.469601871876456;9.57948261942263;;37; Buhofstrasse;Rheineck Zust;; 9424; Schweiz; 9424;5G
6869;Gross;POINT (2695190 1256405);47.45154484546434;8.700871459210418;;;Rastplatz Kemptthal Nord;Kemptthal;; 8310; Schweiz; 8310;5G
6870;Mittel;POINT (2715248 1277038);47.633869648363884;8.972132084498845;;19; Hauptstrasse;Hörhausen;; 8507; Schweiz; 8507;5G
6871;Gross;POINT (2724968 1206622);46.99888258188554;9.081809305435522;;2a; Trogsite;Sool;; 8762; Schweiz; 8762;5G
6872;Gross;POINT (2630005 1230935);47.22866192182296;7.834826948290802;;;Ziegeleiweg;Roggwil BE Dorfstr;; 4914; Schweiz; 4914;5G
6873;Mittel;POINT (2611353 1267228);47.55567002302727;7.589454716004403;Latini; 31; Falknerstrasse;Basel;; 4001; Schweiz; 4001;5G
6874;Gross;POINT (2789086 1151511);46.48820499887812;9.901673485717899;;;Konzertplatz Tais;Pontresina;; 7504; Schweiz; 7504;5G
6875;Mittel;POINT (2678781 1248532);47.38290967173249;8.481923764677576;;19; Eulenweg;Zürich;; 8048; Schweiz; 8048;5G
6876;Sehr Klein;POINT (2680514 1248530);47.382682187037695;8.504870772907239;;;Stadion Letzigrund;Zürich;; 8047; Schweiz; 8047;5G
6877;Mittel;POINT (2681625 1246315);47.362625082953016;8.519177996834047;;29; Eichstrasse;Zürich Sihlcity;; 8045; Schweiz; 8045;5G
6878;Gross;POINT (2753651 1174920);46.7077836836566;9.44813017319134;;A13; Thusis;Thusis Zustellung;; 7430; Schweiz; 7430;5G
6879;Sehr Klein;POINT (2682002 1249693);47.39295794205906;8.524787006270781;Zentrum Wipkingen; 24; Röschibachstrasse;Zürich Scheffelstr;; 8037; Schweiz; 8037;5G
6880;Klein;POINT (2540485 1160360);46.59184732937608;6.6620260408748075;;;Centre de formation de la RAMA;Cugy VD;; 1053; Schweiz; 1053;5G
6881;Mittel;POINT (2673732 1235021);47.261980164604886;8.412845856527953;;113; Dorfstrasse;Obfelden;; 8912; Schweiz; 8912;5G
6882;Mittel;POINT (2729770 1253680);47.421129729000654;9.158492764338583;;430; Oberuzwil;Bichwil;; 9248; Schweiz; 9248;5G
6883;Klein;POINT (2580525 1246465);47.36873425656849;7.180792677682993;;;Transjurane;Montmelon;; 2883; Schweiz; 2883;5G
6884;Mittel;POINT (2609051 1262789);47.515782197008456;7.558781300810767;UBS; 75; Bottmingerstrasse;Oberwil BL Zust;; 4104; Schweiz; 4104;5G
6885;Mittel;POINT (2573513 1174413);46.72039000339947;7.092187573940658;Von Oetinger Patrick; 9; Route du Barrage;Rossens FR;; 1728; Schweiz; 1728;5G
6886;Mittel;POINT (2605531 1211405);47.05364923687265;7.511425562399432;;31; Solothurnstrasse;Jegenstorf;; 3303; Schweiz; 3303;5G
6887;Sehr Klein;POINT (2684957 1248550);47.382304112796824;8.563705300778572;;94; Susenbergstrasse;Gockhausen;; 8044; Schweiz; 8044;5G
6888;Mittel;POINT (2558842 1116922);46.20249061482146;6.9054197140136875;;;Route de Prabys;Les Crosets;; 1873; Schweiz; 1873;5G
6889;Klein;POINT (2641968 1129982);46.31992925154749;7.983538876784313;;19; Brig;Brig Postauto;; 3900; Schweiz; 3900;5G
6890;Mittel;POINT (2625979 1266771);47.55114546418396;7.783743725256896;;6; Gerstenweg;Rheinfelden 1 Zust;; 4310; Schweiz; 4310;5G
6891;Mittel;POINT (2545367 1165003);46.63402962221483;6.725175653603718;;;Route de Villars-Mendraz;Peney-le-Jorat;; 1059; Schweiz; 1059;5G
6892;Klein;POINT (2689588 1201597);46.95940861626661;8.61569775607392;;;Axenstrasse;Riemenstalden;; 6452; Schweiz; 6452;5G
6893;Sehr Klein;POINT (2622374 1259249);47.48362669435269;7.735475900015019;Fielmann; 59; Rathausstrasse;Liestal Zustellung;; 4410; Schweiz; 4410;5G
6894;Sehr Klein;POINT (2682158 1247812);47.37602198655513;8.526507669503335;;;Kugellager oder runde Steine (II);Zürich;; 8004; Schweiz; 8004;5G
6895;Mittel;POINT (2666395 1211278);47.0492086431391;8.31241846383552;;3; Frohburgstrasse;St. Niklausen LU;; 6005; Schweiz; 6005;5G
6897;Sehr Klein;POINT (2644300 1175770);46.73165803068131;8.01820304033459;;A8; Schweibenalp;Brienz BE Zust;; 3855; Schweiz; 3855;5G
6898;Mittel;POINT (2606539 1125424);46.28020359515734;7.523481092562282;;;Noës;Corin-de-la-Crête;; 3960; Schweiz; 3960;5G
6899;Mittel;POINT (2741480 1253221);47.41458965854739;9.313485628482972;Conforama; 4; Gaiserwaldstrasse;St. Gallen;; 9015; Schweiz; 9015;5G
6900;Gross;POINT (2622190 1265625);47.540977348215414;7.733351627609617;;;REWAG;Kaiseraugst Lieb.;; 4303; Schweiz; 4303;5G
6901;Gross;POINT (2680700 1245080);47.35163205492209;8.506711851082349;;345a; Uetlibergstrasse;Zürich Sihlcity;; 8045; Schweiz; 8045;5G
6902;Gross;POINT (2507337 1141062);46.41449116256865;6.233406835771214;;;Chemin de Panlièvre;Duillier;; 1266; Schweiz; 1266;5G
6903;Gross;POINT (2712642 1114705);46.174396084143865;8.897309204146326;;;Motel Riazzino;Riazzino;; 6595; Schweiz; 6595;5G
6904;Mittel;POINT (2673228 1260577);47.49187560069667;8.41036802064525;;;Rutschstrasse;Oberweningen;; 8165; Schweiz; 8165;5G
6905;Mittel;POINT (2539830 1153620);46.53116141216252;6.654360314057881;;76; Chemin du Devin;Lausanne;; 1012; Schweiz; 1012;5G
6906;Mittel;POINT (2568673 1206514);47.00893326640541;7.026670351835464;;;Chemin de Maison-Rouge;Marin-Centre;; 2074; Schweiz; 2074;5G
6907;Mittel;POINT (2621679 1258348);47.47554641537054;7.726211181582421;;;Oristalstrasse;Liestal Zustellung;; 4410; Schweiz; 4410;5G
6908;Gross;POINT (2677097 1255370);47.44460563474868;8.460804507861052;;32; Pumpwerkstrasse;Watt;; 8105; Schweiz; 8105;5G
6909;Mittel;POINT (2655103 1209504);47.03428663998211;8.163604437828358;;5; Lochmühle;Malters Luzernstr;; 6102; Schweiz; 6102;5G
6910;Gross;POINT (2717553 1258950);47.47081434410901;8.998011381589965;;A1; Sirnach;Münchwilen TG;; 9542; Schweiz; 9542;5G
6911;Klein;POINT (2560560 1141395);46.422738737285925;6.9255981406241895;;58; Avenue de Chillon;Glion;; 1823; Schweiz; 1823;5G
6912;Klein;POINT (2722734 1252655);47.4132623686277;9.064989192481091;;16a; Spelterinistrasse;Bazenheid Zust;; 9602; Schweiz; 9602;5G
6913;Mittel;POINT (2496611 1117479);46.200808260731655;6.099166992965874;;8; Chemin Nicolas-Bogueret;Aïre;; 1219; Schweiz; 1219;5G
6914;Klein;POINT (2536814 1153724);46.53181838427774;6.61503714976168;;83; Avenue de France;Lausanne;; 1004; Schweiz; 1004;5G
6915;Mittel;POINT (2611318 1268941);47.57107679715277;7.589033097009972;;;WKL-147;Basel;; 4057; Schweiz; 4057;5G
6916;Mittel;POINT (2606401 1208505);47.02755595239355;7.522835328380238;;A1; Mattstetten;Urtenen-S. Z-Platz;; 3322; Schweiz; 3322;5G
6917;Mittel;POINT (2499532 1115496);46.183415342110834;6.137430283379969;;;Poste de Carouge 1227;Carouge GE Dist;; 1227; Schweiz; 1227;5G
6918;Mittel;POINT (2747746 1256163);47.43966543567797;9.397460707729657;;30; Lukasstrasse;St. Gallen;; 9008; Schweiz; 9008;5G
6919;Mittel;POINT (2701544 1264529);47.52365071243281;8.786962434179324;;;Kindergarten Wanne;Wiesendangen;; 8542; Schweiz; 8542;5G
6920;Mittel;POINT (2747381 1258406);47.459914641573405;9.393364367279142;;13; Ringstrasse;Wittenbach;; 9300; Schweiz; 9300;5G
6921;Mittel;POINT (2684306 1252149);47.41475454464053;8.555763797105492;;65; Hagenholzstrasse;Zürich Postauto;; 8050; Schweiz; 8050;5G
6922;Mittel;POINT (2666150 1203630);46.980443094942615;8.308079537665671;;;Zwirz;Hergiswil NW;; 6052; Schweiz; 6052;5G
6923;Mittel;POINT (2500696 1115476);46.18340835253546;6.152507420725718;;;Office cantonal des véhicules;Genève;; 1206; Schweiz; 1206;5G
6924;Mittel;POINT (2587408 1146927);46.473547790170265;7.274688897431855;;12a; Stöckenweg;Gstaad;; 3780; Schweiz; 3780;5G
6925;Sehr Klein;POINT (2680491 1248621);47.38350339694216;8.504582590466999;;;Stadion Letzigrund;Zürich;; 8047; Schweiz; 8047;5G
6926;Mittel;POINT (2585986 1219841);47.12940287609882;7.253925994539407;;27; Rue de la Thielle / Zihlstrasse;Biel/Bienne;; 2503; Schweiz; 2503;5G
6927;Gross;POINT (2667955 1261967);47.50494233998182;8.340613003598559;;;Eichhof;Ehrendingen;; 5420; Schweiz; 5420;5G
6928;Mittel;POINT (2569710 1191911);46.87762664715534;7.041282584298539;Auberge de jeunesse Avenches; 5; Rue du Lavoir;Donatyre;; 1580; Schweiz; 1580;5G
6929;Gross;POINT (2633935 1169189);46.67306720081722;7.882117462686379;;114; Industriestrasse;Interlaken Bönig.;; 3800; Schweiz; 3800;5G
6931;Mittel;POINT (2504813 1121249);46.235928901509645;6.204642247091054;;171; Route de La-Capite;Vésenaz Dist;; 1222; Schweiz; 1222;5G
6932;Mittel;POINT (2684411 1211267);47.047060705890374;8.549486712654382;;12; Zaystrasse;Goldau Zust;; 6410; Schweiz; 6410;5G
6933;Mittel;POINT (2538181 1153204);46.527268847927246;6.632923878634281;;;Non Stop Gym;Lausanne Adm cant;; 1014; Schweiz; 1014;5G
6934;Mittel;POINT (2700597 1228232);47.197378069800585;8.766235865450216;;4c; Eichenstrasse;Pfäffikon Poststr;; 8808; Schweiz; 8808;5G
