id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;building;streetNumber;street;town;district;state;country;postal;type
1867;Mittel;POINT (2556120 1144850);46.45354123054504;6.867515730911994;;;Stade de Gérénaz;La Tour-de-Peilz;; 1814; Schweiz; 1814;5G
1868;Klein;POINT (2665077 1208414);47.02357908370896;8.294663337285039;;25; Ringstrasse;Kriens Zust Pakete;; 6010; Schweiz; 6010;5G
1869;Mittel;POINT (2691200 1255724);47.44598580858432;8.647832296780095;;3; Hauswiesenstrasse;Nürensdorf;; 8309; Schweiz; 8309;5G
1870;Mittel;POINT (2690585 1264178);47.522096579172086;8.641397446122818;;;Dättlikonstrasse;Pfungen PL3;; 8422; Schweiz; 8422;5G
1871;Sehr Klein;POINT (2680401 1248438);47.38186859291744;8.503357969714006;;;Stadion Letzigrund;Zürich;; 8047; Schweiz; 8047;5G
1872;Mittel;POINT (2704622 1113986);46.1692228144256;8.793314335457072;;14; Via Bossi;Locarno;; 6605; Schweiz; 6605;5G
1874;Mittel;POINT (2611105 1265978);47.54443208557058;7.58612881573803;;54; Dornacherstrasse;Basel;; 4053; Schweiz; 4053;5G
1875;Mittel;POINT (2528882 1170238);46.679563081556275;6.5091015495253846;;;Route du Milieu du Monde;Pompaples;; 1318; Schweiz; 1318;5G
1876;Mittel;POINT (2687561 1258292);47.469574208118246;8.600094439387465;;22.6; Chloosstrasse;Lufingen;; 8426; Schweiz; 8426;5G
1877;Klein;POINT (2557890 1203870);46.98455229868299;6.885120135679118;;;Rue de la Gare;Peseux;; 2034; Schweiz; 2034;5G
1878;Mittel;POINT (2682733 1246584);47.36490615785244;8.53389351976087;;49; Gotthardstrasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002;5G
1879;Mittel;POINT (2627917 1256884);47.462144640705624;7.808870361494754;;;Zur Neumatt;Sissach Postgasse;; 4450; Schweiz; 4450;5G
1880;Mittel;POINT (2626425 1229235);47.21352379456827;7.787456086312804;;16; Bahnhofstrasse;Langenthal;; 4900; Schweiz; 4900;5G
1881;Mittel;POINT (2671293 1267616);47.55539110962944;8.38582014961316;;;Belchen;Siglistorf;; 5462; Schweiz; 5462;5G
1882;Mittel;POINT (2589012 1118383);46.21680574255085;7.296252862492136;;;Salle polyvalente;Conthey Dist;; 1964; Schweiz; 1964;5G
1883;Gross;POINT (2536105 1180205);46.769947678119046;6.602109518015966;;;Route de Treycovagnes;Chamblon;; 1436; Schweiz; 1436;5G
1884;Mittel;POINT (2787390 1186474);46.80303968983033;9.893845703188285;;;Flüelapassstrasse;;; 3851; Schweiz; 3851;5G
1885;Mittel;POINT (2787821 1158120);46.5479842364538;9.887893443186389;;;Via Maistra;Samedan Zustellung;; 7503; Schweiz; 7503;5G
1886;Gross;POINT (2570393 1257570);47.46823410486637;7.045917353738648;;4; Sur les Roches;Courtemaîche;; 2923; Schweiz; 2923;5G
1887;Mittel;POINT (2613623 1267050);47.55402619220351;7.619607853340949;Donna-Fit; 30; Hauptstrasse;Birsfelden;; 4127; Schweiz; 4127;5G
1888;Mittel;POINT (2670195 1252797);47.42223780105753;8.368899889355022;;9; Einfahrt Hochhaus 7+9;Spreitenbach Zust;; 8957; Schweiz; 8957;5G
1889;Mittel;POINT (2759246 1191219);46.853035496887564;9.526942725795864;;20; Gürtelstrasse;Chur Kaserne;; 7000; Schweiz; 7000;5G
1890;Mittel;POINT (2682890 1252806);47.42084289302062;8.53712470888394;;151; Seebacherstrasse;Zürich;; 8052; Schweiz; 8052;5G
1891;Mittel;POINT (2613730 1180110);46.772026198152986;7.618395149157772;;120; Bernstrasse;Steffisburg a.B.;; 3613; Schweiz; 3613;5G
1892;Mittel;POINT (2624993 1171099);46.69064253373504;7.7653640736523535;;253; Schmockenstrasse;Beatenberg;; 3803; Schweiz; 3803;5G
1893;Mittel;POINT (2691553 1249227);47.387508873925945;8.651180840220926;;74; Sonnenbergstrasse;Schwerzenbach;; 8603; Schweiz; 8603;5G
1894;Mittel;POINT (2580021 1216782);47.1017337532676;7.175444173268267;Rebhaus Wingreis; 22; Wingreis;Twann;; 2513; Schweiz; 2513;5G
1895;Mittel;POINT (2567693 1117296);46.20633917331513;7.020061134653814;;;Savatan;Morcles;; 1892; Schweiz; 1892;5G
1896;Mittel;POINT (2635820 1113895);46.17557506864323;7.902484465038597;;;Schweiben;Kalpetran;; 3922; Schweiz; 3922;5G
1898;Mittel;POINT (2611726 1268027);47.56284946424694;7.594431255455056;;2; Drahtzugstrasse;Basel;; 4057; Schweiz; 4057;5G
1899;Mittel;POINT (2625012 1229944);47.21995582962734;7.768843035398601;;40c; Bern-Zürich Strasse;Langenthal;; 4900; Schweiz; 4900;5G
1900;Mittel;POINT (2586295 1219806);47.129094566827646;7.257999640177576;;4; Rue de la Berme / Bermenstrasse;Biel/Bienne;; 2503; Schweiz; 2503;5G
1901;Mittel;POINT (2707705 1262695);47.50617764631556;8.868309174787594;;;Plateaustrasse;Elgg;; 8353; Schweiz; 8353;5G
1902;Mittel;POINT (2639794 1246275);47.366117410108764;7.965440453575712;;;Nebenwasserkühlpumphaus;Niedergösgen;; 5013; Schweiz; 5013;5G
1903;Gross;POINT (2598315 1122158);46.250852771667255;7.4167952018261545;;43; Rue de la Chapelle;St-Léonard;; 1958; Schweiz; 1958;5G
1904;Gross;POINT (2704472 1240637);47.308337318962614;8.820247554926194;Kehrichtverbrennungs Anlage KEZO; 2; Wildbachstrasse;Hinwil;; 8340; Schweiz; 8340;5G
1905;Mittel;POINT (2692850 1249731);47.39185985940191;8.668460523464331;;24; Zürcherstrasse;Volketswil Zentrum;; 8604; Schweiz; 8604;5G
1906;Gross;POINT (2613007 1222853);47.15651874569254;7.610146744051118;;1; Willadingenstrasse;Recherswil;; 4565; Schweiz; 4565;5G
1907;Gross;POINT (2666078 1256889);47.459465254902724;8.314948512276702;;45; Schwimmbadstrasse;Wettingen 3;; 5430; Schweiz; 5430;5G
1908;Mittel;POINT (2642860 1229050);47.21099939800378;8.004385837856413;;;Baumsberg;Dagmersellen;; 6252; Schweiz; 6252;5G
1909;Mittel;POINT (2620420 1263616);47.5229661798841;7.709750553193175;;3; In den Neusatzreben;Pratteln 1;; 4133; Schweiz; 4133;5G
1910;Mittel;POINT (2691252 1283990);47.70016268362924;8.65432790295998;;24; Winkelriedstrasse;Schaffhausen;; 8203; Schweiz; 8203;5G
1911;Mittel;POINT (2716222 1096386);46.00902875427755;8.93912061310375;;;Gusto Antico;Lugano;; 6903; Schweiz; 6903;5G
1912;Mittel;POINT (2611785 1268569);47.567722983891656;7.595229516143584;;150; Hammerstrasse;Basel;; 4057; Schweiz; 4057;5G
1913;Mittel;POINT (2635155 1117210);46.20542991788178;7.894122362654927;;;Eisten;Kalpetran;; 3922; Schweiz; 3922;5G
1914;Mittel;POINT (2674377 1248960);47.387270760614165;8.423678926839973;;41; Feldstrasse;Urdorf;; 8902; Schweiz; 8902;5G
1915;Mittel;POINT (2497541 1120950);46.23216990910302;6.110451205254618;;;GVA center et IATA center;Genève;; 1215; Schweiz; 1215;5G
1916;Mittel;POINT (2658860 1143220);46.43774089486114;8.204522876374627;;;Hostettenstrasse;Niederwald;; 3989; Schweiz; 3989;5G
1917;Mittel;POINT (2683713 1248131);47.3786951436441;8.547154915034596;;;ETH NO;Zürich;; 8092; Schweiz; 8092;5G
1918;Mittel;POINT (2718072 1097170);46.01575904403312;8.96319561796972;;5B; Via al Fiume;Viganello;; 6962; Schweiz; 6962;5G
1919;Sehr Klein;POINT (2599953 1201287);46.962659539074124;7.4380146849441715;;;Neufeldtunnel;Bern;; 3012; Schweiz; 3012;5G
1921;Mittel;POINT (2693311 1248606);47.381677469467284;8.6743309948156;Media Markt; 15; Industriestrasse;Volketswil Zentrum;; 8604; Schweiz; 8604;5G
1922;Mittel;POINT (2627627 1101522);46.06465973952523;7.795665967329352;;;Europaweg;Täsch;; 3929; Schweiz; 3929;5G
1923;Mittel;POINT (2499130 1115687);46.1850730813796;6.1321834729325895;;;Dépôt 1;Carouge GE Dist;; 1227; Schweiz; 1227;5G
1924;Klein;POINT (2694613 1240584);47.30934842033352;8.689876361275775;;;Hostigstrasse;Hinteregg;; 8132; Schweiz; 8132;5G
1925;Mittel;POINT (2717757 1135458);46.36017203869135;8.96877096627334;;;Biasca;Biasca Dist;; 6710; Schweiz; 6710;5G
1926;Gross;POINT (2526744 1163716);46.62066698612995;6.482200787034669;;;Refuge de Champibûche;La Chaux-Cossonay;; 1308; Schweiz; 1308;5G
1927;Mittel;POINT (2577263 1185667);46.82176252182831;7.140675716192898;;A12; Agy;Granges-Paccot;; 1763; Schweiz; 1763;5G
1928;Mittel;POINT (2600769 1199373);46.94544243482449;7.448733136192626;;;Kirchenfeldbrücke;Bern;; 3011; Schweiz; 3011;5G
1929;Mittel;POINT (2677171 1233261);47.24575813377677;8.457978226002648;Intigena Produktions AG; 2; Untere Fischbachstrasse;Mettmenstetten;; 8932; Schweiz; 8932;5G
1930;Mittel;POINT (2659862 1246654);47.36800966642969;8.23114758160656;;;Post Logistik;Dintikon PL3;; 5606; Schweiz; 5606;5G
1931;Mittel;POINT (2532864 1155453);46.546985442564285;6.563302855907423;;;Jumbo Brico+Loisirs;Bussigny Dist;; 1030; Schweiz; 1030;5G
1932;Mittel;POINT (2681995 1246981);47.368568773850896;8.524197394948427;;34; Manessestrasse;Zürich;; 8003; Schweiz; 8003;5G
1933;Mittel;POINT (2676930 1259729);47.48382670584613;8.45934226935544;Syngenta Agro AG; 5; Rudolf-Maag-Strasse;Dielsdorf Zust;; 8157; Schweiz; 8157;5G
1934;Gross;POINT (2665539 1258881);47.477434084146275;8.308093529457029;;;Alnatura;Baden;; 5401; Schweiz; 5401;5G
1935;Mittel;POINT (2656845 1259535);47.48412453445409;8.192845941371766;;13; Zelgstrasse;Umiken;; 5222; Schweiz; 5222;5G
1937;Mittel;POINT (2567983 1200804);46.957538835594164;7.018000539332151;;;Antenne;Cudrefin;; 1588; Schweiz; 1588;5G
1938;Gross;POINT (2546336 1201019);46.95807257241572;6.73359423623459;Antenne TV; 10; Brot-Plamboz;Noiraigue;; 2103; Schweiz; 2103;5G
1939;Mittel;POINT (2718295 1096957);46.01380434989766;8.966020732398066;;;Via General Guisan;Viganello;; 6962; Schweiz; 6962;5G
1940;Klein;POINT (2562400 1204920);46.99426852973185;6.94431262988577;;;Patinoire du Littoral;Neuchâtel 2;; 2002; Schweiz; 2002;5G
1941;Mittel;POINT (2608612 1225558);47.180920946591904;7.552243032515187;;;Teilmattstrasse;Biberist;; 4562; Schweiz; 4562;5G
1942;Mittel;POINT (2578250 1245914);47.36370696676003;7.150700772381042;;;En Chavatte;St-Ursanne;; 2882; Schweiz; 2882;5G
1943;Mittel;POINT (2548189 1153597);46.53165535770988;6.763311569502519;;;Route des Prés de Bamps;Forel (Lavaux);; 1072; Schweiz; 1072;5G
1944;Mittel;POINT (2537150 1151748);46.5140757567661;6.619685785327339;;41; Avenue de Cour;Lausanne;; 1007; Schweiz; 1007;5G
1945;Mittel;POINT (2496796 1116401);46.19114084442508;6.101801627992606;;;École du Gros-Chêne;Petit-Lancy 2;; 1213; Schweiz; 1213;5G
1946;Gross;POINT (2681316 1253681);47.42890828761346;8.5164271684825;Agroscope Reckenholz ART; 191a; Reckenholzstrasse;Zürich;; 8046; Schweiz; 8046;5G
1947;Mittel;POINT (2539260 1153870);46.53335860045401;6.646898267618285;;1; Route de Berne;Lausanne;; 1010; Schweiz; 1010;5G
1948;Mittel;POINT (2675280 1221187);47.13738290754211;8.43098618434041;;24; Untere Weidstrasse;Buonas;; 6343; Schweiz; 6343;5G
1949;Gross;POINT (2656270 1249233);47.391521153682625;8.183919614973071;;;Mehrzweckhalle;Lenzburg Muracker;; 5600; Schweiz; 5600;5G
1950;Mittel;POINT (2499164 1121935);46.24127489791018;6.131273460407082;;;Centre sportif du Blanché;Chambésy;; 1292; Schweiz; 1292;5G
1951;Mittel;POINT (2611423 1266082);47.545362011685036;7.590355437640196;;;Heizkraftwerk Bahnhof;Basel SPS;; 4002; Schweiz; 4002;5G
1952;Mittel;POINT (2585865 1219120);47.12291501665996;7.25235392481275;;7; Ringstrasse;Nidau;; 2560; Schweiz; 2560;5G
1953;Gross;POINT (2614506 1210776);47.04785661028165;7.629527553533433;;59; Einschlagweg;Burgdorf PF mob;; 3400; Schweiz; 3400;5G
1954;Mittel;POINT (2681675 1249115);47.38780040781829;8.520350730871497;;;Iselihof;Zürich;; 8005; Schweiz; 8005;5G
1955;Mittel;POINT (2718485 1096773);46.012116193861175;8.96842698658751;;14; Via Bottogno;Viganello;; 6962; Schweiz; 6962;5G
1956;Mittel;POINT (2615215 1256971);47.46334248166486;7.640415041230265;;5c; Dornacherstrasse;Hochwald;; 4146; Schweiz; 4146;5G
1957;Gross;POINT (2594360 1199174);46.943628173224695;7.364555108679663;;;Coop Verteilzentrale;Bern;; 3019; Schweiz; 3019;5G
1958;Mittel;POINT (2722353 1266773);47.54028270670445;9.063816939010646;;;TG 3150D;Märwil;; 9562; Schweiz; 9562;5G
1959;Mittel;POINT (2669566 1216083);47.09210138493637;8.354884725061021;;;Schindler;Ebikon Mall Switz.;; 6030; Schweiz; 6030;5G
1960;Gross;POINT (2715206 1106242);46.097846591286206;8.928423022921331;;A2; Vira;Mezzovico;; 6805; Schweiz; 6805;5G
1961;Mittel;POINT (2680442 1249072);47.38756540336457;8.504014836241591;;410; Hohlstrasse;Zürich;; 8048; Schweiz; 8048;5G
1962;Mittel;POINT (2563027 1121869);46.24723448239853;6.959244710717027;;60A; Avenue du Simplon;Monthey Ave gare;; 1870; Schweiz; 1870;5G
1963;Gross;POINT (2712274 1137812);46.38228367221139;8.898110855467976;;;Strada Industriale;Bodio TI;; 6743; Schweiz; 6743;5G
1964;Mittel;POINT (2723209 1219784);47.11757830147914;9.062268363053269;;2; Mürtschenstrasse;Oberurnen;; 8868; Schweiz; 8868;5G
1965;Mittel;POINT (2575261 1202130);46.96977840455712;7.11354347000611;;2; Chemin du Gor;Sugiez;; 1786; Schweiz; 1786;5G
1966;Mittel;POINT (2615927 1215823);47.09322154219364;7.648404520712928;;404e; Bickigen;Rumendingen;; 3472; Schweiz; 3472;5G
1967;Mittel;POINT (2685470 1251120);47.405350453546546;8.570989088428513;;18; Saatlenstrasse;Zürich;; 8051; Schweiz; 8051;5G
1968;Sehr Klein;POINT (2682977 1247797);47.3757844593812;8.537348140663097;;;Löwenplatz;Zürich;; 8090; Schweiz; 8090;5G
1969;Sehr Klein;POINT (2682903 1247304);47.37136003850326;8.53627710672579;;;Klemm Optik;Zürich;; 8022; Schweiz; 8022;5G
1970;Mittel;POINT (2649263 1229250);47.212352344406156;8.088924590727725;;15; Industriestrasse;Büron Industriestr;; 6233; Schweiz; 6233;5G
1971;Mittel;POINT (2696901 1236713);47.274203333375816;8.719294176358611;;29; Esslingerstrasse;Oetwil am See;; 8618; Schweiz; 8618;5G
1972;Mittel;POINT (2626429 1105536);46.100815270611406;7.780410177276429;ARA Randa; 213; Randa;Randa;; 3928; Schweiz; 3928;5G
1973;Gross;POINT (2659628 1247617);47.37669191159364;8.228178059522621;;10; Kehrstrasse;Dottikon Zust;; 5605; Schweiz; 5605;5G
1974;Gross;POINT (2664814 1269808);47.575775352191144;8.300067081052678;;;Hörndli;Bad Zurzach;; 5330; Schweiz; 5330;5G
1975;Sehr Klein;POINT (2683132 1249004);47.38661989812809;8.53962449696018;;142; Stampfenbachstrasse;Zürich;; 8006; Schweiz; 8006;5G
1976;Mittel;POINT (2528592 1177483);46.74469961422207;6.504181810431446;;;Route de Montcherand;Sergey;; 1355; Schweiz; 1355;5G
1977;Sehr Klein;POINT (2538189 1152701);46.52274504225125;6.633095573315447;;18; Rue Madeleine;Lausanne;; 1003; Schweiz; 1003;5G
1978;Mittel;POINT (2584653 1188663);46.84892483533185;7.2374168416436975;;155; Berg;Schmitten FR;; 3185; Schweiz; 3185;5G
1979;Mittel;POINT (2498029 1115324);46.181642090764406;6.118005304191581;;8; Chemin des Verjus;Grand-Lancy Dist;; 1212; Schweiz; 1212;5G
1980;Mittel;POINT (2659011 1193751);46.892256800384;8.212973223677622;;1; Mätteli;Stalden (Sarnen);; 6063; Schweiz; 6063;5G
1981;Mittel;POINT (2736856 1260557);47.481529858611495;9.254481575456007;;;Hauptstrasse;Hauptwil;; 9213; Schweiz; 9213;5G
1982;Gross;POINT (2743966 1254115);47.42208899972022;9.346704730245962;;16; Zwyssigstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000;5G
1983;Mittel;POINT (2586129 1219286);47.12441377728783;7.255827858976511;;22; Rue d'Aegerten / Aegertenstrasse;Biel/Bienne;; 2503; Schweiz; 2503;5G
1984;Mittel;POINT (2683579 1240182);47.30722324676683;8.543898220143204;;3; Loostrasse;Rüschlikon;; 8803; Schweiz; 8803;5G
1985;Mittel;POINT (2686137 1236958);47.27789911102699;8.57710271926553;;2; Haldenstrasse;Oberrieden;; 8942; Schweiz; 8942;5G
1986;Mittel;POINT (2746438 1254292);47.4231350913051;9.379512581216122;Kantonale Verwaltung; 11; Moosbruggstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000;5G
1987;Mittel;POINT (2708162 1227813);47.19241531949998;8.865951497384424;;;Gugelberg;Lachen SZ;; 8853; Schweiz; 8853;5G
1988;Mittel;POINT (2730015 1260823);47.48531015524721;9.163820272574736;;23; Hauptstrasse;Zuckenriet;; 9526; Schweiz; 9526;5G
1989;Mittel;POINT (2640014 1105394);46.09886970282765;7.956066485539698;;;Saas-Almagell;Saas-Almagell;; 3905; Schweiz; 3905;5G
1990;Mittel;POINT (2745077 1269845);47.563276400702904;9.36654637143933;;20; Arbonerstrasse;Romanshorn Zust P;; 8590; Schweiz; 8590;5G
1991;Mittel;POINT (2716645 1095975);46.00525938631921;8.944478536575271;;;Lugano;Lugano;; 6903; Schweiz; 6903;5G
1992;Mittel;POINT (2680119 1248604);47.383395851266606;8.499653681924734;;540; Badenerstrasse;Zürich;; 8048; Schweiz; 8048;5G
1993;Mittel;POINT (2748765 1228497);47.190675127743084;9.401787717933177;;;Lehn;Grabs Staatsstr;; 9472; Schweiz; 9472;5G
1994;Mittel;POINT (2613564 1180423);46.77484513885609;7.61623104013852;;127b; Alte Bernstrasse;Steffisburg a.B.;; 3613; Schweiz; 3613;5G
1995;Mittel;POINT (2600701 1200289);46.95368208202976;7.44784124107843;;;Schänzlistrasse;Bern;; 3013; Schweiz; 3013;5G
1996;Mittel;POINT (2682814 1205147);46.99221767956935;8.527355465374225;;14; Schulhausplatz;Gersau;; 6442; Schweiz; 6442;5G
1997;Gross;POINT (2662562 1146614);46.467935248843325;8.253147920629152;;167; Waldweg;Gluringen;; 3998; Schweiz; 3998;5G
1998;Mittel;POINT (2609850 1264338);47.529702202847304;7.569422680785333;;91;93;Binningen 1;; 4102; Schweiz; 4102;5G
1999;Klein;POINT (2683653 1246587);47.36481700530818;8.546071973435167;Bernhard Theater; 1; Sechseläutenplatz;Zürich;; 8001; Schweiz; 8001;5G
2000;Sehr Klein;POINT (2705170 1115390);46.1817653821586;8.800724141341696;;;Galleria Mappo Morettina;Brione s. Minusio;; 6645; Schweiz; 6645;5G
2001;Mittel;POINT (2651762 1175771);46.731129860035914;8.115822312489538;;514; Zaun;Schattenhalb;; 3860; Schweiz; 3860;5G
2002;Mittel;POINT (2580143 1208548);47.02767323789325;7.177413983156097;;16; Höchiweg;Finsterhennen;; 2577; Schweiz; 2577;5G
2003;Mittel;POINT (2599714 1199489);46.946486144526276;7.434875893483817;;8; Seilerstrasse;Bern;; 3011; Schweiz; 3011;5G
2004;Mittel;POINT (2688000 1294290);47.793225708290535;8.61306339607217;;;Laubestaag;Bargen SH;; 8233; Schweiz; 8233;5G
2005;Mittel;POINT (2720083 1078670);45.84902222583291;8.984448338710756;;;Via San Giorgio;Coldrerio;; 6877; Schweiz; 6877;5G
2006;Mittel;POINT (2671517 1211301);47.048882821804305;8.379823666153982;;2; Huobstrasse;Meggen Zustellung;; 6045; Schweiz; 6045;5G
2007;Sehr Klein;POINT (2681972 1248046);47.37814960460321;8.524087950161434;;;Bäckeranlage;Zürich;; 8004; Schweiz; 8004;5G
2008;Sehr Klein;POINT (2601759 1200093);46.95191718307622;7.461739201271376;;;Rosengarten Ost;Bern;; 3006; Schweiz; 3006;5G
2010;Sehr Klein;POINT (2626025 1101938);46.06846538959326;7.774986899873573;;;Parkhaus Matterhorn Terminal Täsch;Täsch;; 3929; Schweiz; 3929;5G
2011;Sehr Klein;POINT (2683328 1247916);47.3768103748643;8.54201737870652;Globus Provisorium; 1; Bahnhofbrücke;Zürich;; 8001; Schweiz; 8001;5G
2012;Mittel;POINT (2735033 1276957);47.629364892015786;9.2352846671358;Personalhaus 3; 8; 10;Münsterlingen;; 8596; Schweiz; 8596;5G
2013;Klein;POINT (2642891 1178424);46.755623370653055;8.000018244433104;;1147; Tschudiweidli;Brienz BE Zust;; 3855; Schweiz; 3855;5G
2014;Mittel;POINT (2614725 1226637);47.1905189409572;7.632924266903488;;1; Jurastrasse;Hüniken;; 4554; Schweiz; 4554;5G
2015;Sehr Klein;POINT (2599911 1199380);46.9455057471091;7.437463526358283;;;Mobiliar;Bern;; 3011; Schweiz; 3011;5G
2016;Sehr Klein;POINT (2681583 1245836);47.358322424251114;8.518534814236876;;63; Giesshübelstrasse;Zürich Sihlcity;; 8045; Schweiz; 8045;5G
2017;Klein;POINT (2617719 1168699);46.66928564446779;7.670181316132005;;;Hondrich Süd;Hondrich;; 3702; Schweiz; 3702;5G
2020;Gross;POINT (2760315 1180179);46.75350523969432;9.537082785788023;;;Cresta Sartons;Valbella;; 7077; Schweiz; 7077;5G
2021;Mittel;POINT (2622527 1259018);47.481543895939375;7.737494203317827;;;Schule Burg;Liestal Zustellung;; 4410; Schweiz; 4410;5G
2022;Mittel;POINT (2756795 1260042);47.47244665443372;9.518742253377015;;;Hofhaldenstrasse;Rorschacherberg;; 9404; Schweiz; 9404;5G
2023;Mittel;POINT (2694543 1234629);47.25580303319181;8.68769719919094;Orgelbau Kuhn; 141; Seestrasse;Männedorf Zust;; 8708; Schweiz; 8708;5G
2024;Mittel;POINT (2664080 1214912);47.08212225401411;8.282468544020594;Hammer; 61; Rüeggisingerstrasse;Emmenbrücke Bahnh.;; 6020; Schweiz; 6020;5G
2025;Mittel;POINT (2744361 1253251);47.414233867631985;9.351658659937096;;25; Fürstenlandstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000;5G
2026;Mittel;POINT (2553526 1216780);47.10038242141565;6.8264330341377;;51; Avenue Léopold-Robert;La Cibourg;; 2300; Schweiz; 2300;5G
2027;Mittel;POINT (2630415 1267891);47.56102816893144;7.842750010720793;Gemeindeverwaltung Möhlin; 36; Hauptstrasse;Möhlin Zustellung;; 4313; Schweiz; 4313;5G
2028;Mittel;POINT (2600465 1201149);46.96141810237547;7.444741709865442;;25a; Polygonstrasse;Bern;; 3014; Schweiz; 3014;5G
2029;Gross;POINT (2661751 1264715);47.53026800282976;8.258652495482764;;;Katholische Kirche Würenlingen;Würenlingen Dorf;; 5303; Schweiz; 5303;5G
2030;Mittel;POINT (2536084 1152388);46.51973148747427;6.605707829630693;;;Lausanne;Lausanne;; 1007; Schweiz; 1007;5G
2031;Mittel;POINT (2534807 1154421);46.53789506328129;6.588780190959473;;36; Avenue du 24-Janvier;Renens VD Village;; 1020; Schweiz; 1020;5G
2032;Mittel;POINT (2538254 1152885);46.52440615627802;6.6339179778070765;;3; Avenue de l'Université;Lausanne;; 1005; Schweiz; 1005;5G
2033;Mittel;POINT (2573324 1106154);46.106359096220935;7.093654874202945;;70; Rue des Finettes;Martigny rue Avou.;; 1920; Schweiz; 1920;5G
2034;Mittel;POINT (2527969 1151487);46.510801414983156;6.500106055154274;;;Temple de Morges;Morges Charpent.;; 1110; Schweiz; 1110;5G
2035;Mittel;POINT (2554213 1145620);46.46033977023847;6.842619573060066;;;La Grenette;Vevey Av G. Guisan;; 1800; Schweiz; 1800;5G
2036;Mittel;POINT (2544261 1208082);47.021430921615014;6.705465603421441;;97; Les Endroits;La Chaux-du-Milieu;; 2405; Schweiz; 2405;5G
2037;Mittel;POINT (2575977 1182134);46.78993678741;7.124009745891068;;1A; Route du Centre Sportif;Villars-Glâne 1;; 1752; Schweiz; 1752;5G
2038;Mittel;POINT (2559980 1142823);46.43554974700701;6.917930009349856;;;Accès de service - AR A9;Chernex;; 1822; Schweiz; 1822;5G
2039;Mittel;POINT (2608495 1266974);47.55342852899376;7.551479271502909;;1; Birkenstrasse;Allschwil 1;; 4123; Schweiz; 4123;5G
2040;Mittel;POINT (2504240 1120284);46.22716779436619;6.197413313576102;;120a; Route de La-Capite;Vandoeuvres;; 1253; Schweiz; 1253;5G
2041;Mittel;POINT (2579307 1179934);46.770259260985405;7.167721770770819;;;Chemin des Sources;Marly 1;; 1723; Schweiz; 1723;5G
2042;Mittel;POINT (2670525 1228605);47.204625041406445;8.369470528458056;;;Sinserstrasse;Auw;; 5644; Schweiz; 5644;5G
2043;Sehr Klein;POINT (2629940 1244756);47.35297595929281;7.834888820192221;;A2; Eptingen;Eptingen;; 4458; Schweiz; 4458;5G
2044;Mittel;POINT (2549055 1212999);47.066044196921894;6.7679664643980635;;18; Rue de la Jambe-Ducommun;Le Locle Dist;; 2400; Schweiz; 2400;5G
2045;Klein;POINT (2691082 1236162);47.27007650655508;8.642289612845818;Post 8706 Meilen; 73; Dorfstrasse;Meilen;; 8706; Schweiz; 8706;5G
2046;Mittel;POINT (2612152 1177055);46.74457573590973;7.597654652990208;Zaugg Bau; 4; Allmendingen-Allee;Thun;; 3608; Schweiz; 3608;5G
2047;Gross;POINT (2679956 1253395);47.426502799965;8.498352070207627;;;Katzenseestrasse;Zürich;; 8046; Schweiz; 8046;5G
2048;Mittel;POINT (2639620 1233887);47.25470739307795;7.962044167446064;;19; Industriestrasse;Mehlsecken;; 6260; Schweiz; 6260;5G
2049;Gross;POINT (2572016 1106903);46.113043489863124;7.076694326126092;;;Quartz Center;Martigny rue Avou.;; 1920; Schweiz; 1920;5G
2050;Mittel;POINT (2681187 1251845);47.41241254637271;8.514383969127872;;3; Schumacherweg;Zürich;; 8046; Schweiz; 8046;5G
2051;Mittel;POINT (2697429 1244105);47.34060348539302;8.727876204573713;;9; Nossikerstrasse;Uster 1;; 8610; Schweiz; 8610;5G
2052;Mittel;POINT (2690503 1250073);47.395262182508134;8.63744767144733;;26; Im Schörli;Dübendorf Wilstr;; 8600; Schweiz; 8600;5G
2053;Mittel;POINT (2591174 1223017);47.1580605394445;7.32224058122755;;3a; Werkstrasse;Safnern;; 2553; Schweiz; 2553;5G
2054;Mittel;POINT (2668801 1249604);47.39366850520127;8.349935936256758;;;Reservoirstrasse;Bellikon;; 5454; Schweiz; 5454;5G
2055;Mittel;POINT (2533710 1154740);46.54065649812399;6.574434902267413;;26; Route de Bussigny;Crissier 1 Dist;; 1023; Schweiz; 1023;5G
2056;Gross;POINT (2585950 1221228);47.14187790811406;7.253408109918825;;68; Rue du Général-Dufour / General-Dufour-Strasse;Biel/Bienne;; 2502; Schweiz; 2502;5G
2057;Mittel;POINT (2607415 1228756);47.20970037943043;7.536503655388129;Konzertsaal; 1; Untere Steingrubenstrasse;Solothurn;; 4502; Schweiz; 4502;5G
2058;Gross;POINT (2758783 1238979);47.28259219459941;9.537628275781177;;;Rietstrasse;Rüthi Staatstrasse;; 9464; Schweiz; 9464;5G
2059;Mittel;POINT (2652943 1251083);47.40843541436906;8.140074906704523;;2; Schachenweg;Rupperswil;; 5102; Schweiz; 5102;5G
